Order ID,Subject GLA,Subject Lot Size,Subject Bedrooms,Subject Bathrooms,Subject Property Type,Subject Stories,Effective Date,Rank,Ranking Score,Candidate GLA,Candidate Lot Size,Candidate Bedrooms,Candidate Bathrooms,Candidate Property Type,Candidate Stories,Sale Date,GLA Difference,Lot Size Difference,Bedroom Difference,Bathroom Difference,Same Property Type,Same Storey Type,Recent Sale (90 days),Size Similarity,Property Match Score,Total Difference Score,_score
4761446,1678.0,5663.0,3.0,2.0,Detached,Bungalow,2025-04-10,3,3.4710,1750.0,4560.0,4.0,3.0,Detached,2 Storey,2025-03-04,72 (4.1%),1103,1.0,1.0,Yes,No,Yes,0.581,0.700,2.846,3.471
4761696,1751.0,3358.0,3.0,2.5,Townhouse,2 Storey,2025-04-14,1,4.3634,1696.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-02-10,55 (3.2%),1398,0.0,0.5,Yes,Yes,Yes,0.645,1.000,1.597,4.3634
4761696,1751.0,3358.0,3.0,2.5,Townhouse,2 Storey,2025-04-14,2,4.0207,1663.0,2100.0,3.0,3.0,Townhouse,2 Storey,2025-01-31,88 (5.3%),1258,0.0,0.5,Yes,Yes,Yes,0.532,1.000,3.017,4.0207
4761696,1751.0,3358.0,3.0,2.5,Townhouse,2 Storey,2025-04-14,3,2.1294,,1470.0,2.0,3.0,Townhouse,2 Storey,2025-02-05,nan (0.0%),1888,1.0,0.5,Yes,Yes,Yes,nan,1.000,0.700,2.1294
4762154,1523.0,,2.0,2.0,Condominium,1 Storey,2025-04-15,1,3.4156,1681.0,,3.0,1.5,Condominium,2 Storey,2025-02-26,158 (9.4%),nan,1.0,0.5,Yes,No,Yes,0.388,0.700,4.660,3.4156
4762154,1523.0,,2.0,2.0,Condominium,1 Storey,2025-04-15,2,3.2057,1386.0,,4.0,2.5,Condominium,2 Storey,2025-03-06,137 (9.9%),nan,2.0,0.5,Yes,No,Yes,0.422,0.700,5.254,3.2057
4762154,1523.0,,2.0,2.0,Condominium,1 Storey,2025-04-15,3,1.9833,1178.0,,2.0,2.0,Condominium,1 Storey,2025-04-14,345 (29.3%),nan,0.0,0.0,Yes,Yes,Yes,0.225,1.000,12.515,1.9833
4762330,2456.0,5909.436,4.0,2.5,Detached,2 Storey,2025-04-14,1,4.3682,2492.0,9706.0,5.0,2.5,Detached,2 Storey,2025-03-21,36 (1.4%),3797,1.0,0.0,Yes,Yes,Yes,0.735,1.000,1.978,4.3682
4762330,2456.0,5909.436,4.0,2.5,Detached,2 Storey,2025-04-14,2,4.3639,2323.0,5244.0,4.0,3.0,Detached,2 Storey,2025-01-21,133 (5.7%),665,0.0,0.5,Yes,Yes,Yes,0.429,1.000,2.590,4.3639
4762330,2456.0,5909.436,4.0,2.5,Detached,2 Storey,2025-04-14,3,4.2489,2242.0,19589.0,4.0,2.5,Detached,2 Storey,2025-04-16,214 (9.5%),13680,0.0,0.0,Yes,Yes,Yes,0.318,1.000,4.018,4.2489
4762406,3332.0,42495.0,5.0,2.5,Detached,1.5 Storey,2025-04-17,1,0.0080,2440.0,23890.0,3.0,2.5,Detached,1.5 Storey,2025-03-07,892 (36.6%),18605,2.0,0.0,Yes,Yes,Yes,0.101,1.000,15.023,0.008
4762406,3332.0,42495.0,5.0,2.5,Detached,1.5 Storey,2025-04-17,2,-1.2131,1268.0,33934.0,4.0,3.0,Detached,Split Level,2025-02-12,2064 (162.8%),8561,1.0,0.5,Yes,No,Yes,0.046,0.700,66.610,1.2131
4762406,3332.0,42495.0,5.0,2.5,Detached,1.5 Storey,2025-04-17,3,-1.2131,1740.0,31909.0,4.0,3.0,Detached,2 Storey,2025-03-10,1592 (91.5%),10586,1.0,0.5,Yes,No,Yes,0.059,0.700,38.098,1.2131
4762597,1044.0,,3.0,1.5,Townhouse,2 Storey,2025-04-11,1,-0.3429,1300.0,2622.0,3.0,0.0,Townhouse,2 Storey,2025-01-14,256 (19.7%),nan,0.0,1.5,Yes,Yes,Yes,0.281,1.000,9.177,0.3429
4762597,1044.0,,3.0,1.5,Townhouse,2 Storey,2025-04-11,2,-2.2327,1252.0,3775.5,3.0,1.5,Semi Detached,2 Storey,2025-01-29,208 (16.6%),nan,0.0,0.0,No,Yes,Yes,0.325,0.600,7.045,2.2327
4762597,1044.0,,3.0,1.5,Townhouse,2 Storey,2025-04-11,3,-2.9373,1550.0,2099.98,3.0,3.0,Townhouse,2 Storey,2025-01-24,506 (32.6%),nan,0.0,1.5,Yes,Yes,Yes,0.165,1.000,13.958,2.9373
4762739,1500.0,72745.0,3.0,2.5,Detached,1.5 Storey,2025-04-17,1,3.5725,1472.0,126952.0,3.0,2.0,Detached,Bungalow,2025-05-02,28 (1.9%),54207,0.0,0.5,Yes,No,Yes,0.781,0.700,1.461,3.5725
4762739,1500.0,72745.0,3.0,2.5,Detached,1.5 Storey,2025-04-17,2,2.6104,1185.0,43560.0,2.0,2.0,Detached,Bungalow,2025-04-08,315 (26.6%),29185,1.0,0.5,Yes,No,Yes,0.241,0.700,11.533,2.6104
4762739,1500.0,72745.0,3.0,2.5,Detached,1.5 Storey,2025-04-17,3,-0.4655,1320.0,92347.0,3.0,2.0,Detached,Bungalow,2024-12-06,180 (13.6%),19602,0.0,0.5,Yes,No,No,0.357,0.400,5.955,0.4655
4763065,3000.0,20174.0,4.0,2.5,Detached,2 Storey,2025-05-01,1,3.5325,2801.0,4000.0,4.0,3.5,Detached,2 Storey,2024-12-03,199 (7.1%),16174,0.0,1.0,Yes,Yes,No,0.334,0.700,3.042,3.5325
4763065,3000.0,20174.0,4.0,2.5,Detached,2 Storey,2025-05-01,2,3.2243,2585.0,4690.0,4.0,2.5,Detached,2 Storey,2025-01-31,415 (16.1%),15484,0.0,0.0,Yes,Yes,Yes,0.194,1.000,7.222,3.2243
4763065,3000.0,20174.0,4.0,2.5,Detached,2 Storey,2025-05-01,3,3.1960,2578.0,4223.0,4.0,2.5,Detached,2 Storey,2025-02-07,422 (16.4%),15951,0.0,0.0,Yes,Yes,Yes,0.192,1.000,8.148,3.196
4763086,1283.0,54450.0,2.0,3.0,Detached,Bungalow,2025-04-15,1,2.7005,1626.0,6223.0,4.0,3.0,Detached,Bungalow,2025-01-22,343 (21.1%),48227,2.0,0.0,Yes,Yes,Yes,0.226,1.000,10.638,2.7005
4763086,1283.0,54450.0,2.0,3.0,Detached,Bungalow,2025-04-15,2,2.4241,1750.0,386097.0,3.0,3.0,Detached,Bungalow,2025-03-07,467 (26.7%),331647,1.0,0.0,Yes,Yes,Yes,0.176,1.000,11.074,2.4241
4763086,1283.0,54450.0,2.0,3.0,Detached,Bungalow,2025-04-15,3,1.5288,1250.0,15000.0,3.0,1.0,Detached,Bungalow,2024-12-31,33 (2.6%),39450,1.0,2.0,Yes,Yes,No,0.752,0.700,1.856,1.5288
4763087,1530.0,,3.0,2.0,Condominium,1 Storey,2025-04-17,1,3.9989,1553.0,,2.0,2.0,Condominium,1 Storey,2025-02-18,23 (1.5%),nan,1.0,0.0,Yes,Yes,Yes,0.813,1.000,1.392,3.9989
4763087,1530.0,,3.0,2.0,Condominium,1 Storey,2025-04-17,2,3.9989,1582.0,,3.0,2.0,Condominium,1 Storey,2025-05-13,52 (3.3%),nan,0.0,0.0,Yes,Yes,Yes,0.658,1.000,1.915,3.9989
4763087,1530.0,,3.0,2.0,Condominium,1 Storey,2025-04-17,3,3.4156,1681.0,,3.0,1.5,Condominium,2 Storey,2025-02-26,151 (9.0%),nan,0.0,0.5,Yes,No,Yes,0.398,0.700,4.293,3.4156
4763606,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,1,3.7449,1450.0,2750.0,3.0,2.0,Townhouse,2 Storey,2025-03-07,184 (12.7%),nan,1.0,0.5,Yes,Yes,Yes,0.352,1.000,5.376,3.7449
4763606,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,2,3.4156,1410.0,,3.0,3.0,Townhouse,Bungalow,2025-05-08,224 (15.9%),nan,1.0,0.5,Yes,No,Yes,0.309,0.700,7.255,3.4156
4763606,1634.0,,4.0,2.5,Townhouse,2 Storey,2025-04-17,3,3.0205,1500.0,,4.0,3.5,Townhouse,3 Storey,2025-04-14,134 (8.9%),nan,0.0,1.0,Yes,No,Yes,0.427,0.700,4.373,3.0205
4763898,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,1,4.6532,1286.0,5500.0,3.0,1.5,Detached,2 Storey,2025-04-15,116 (9.0%),2041,1.0,0.0,Yes,No,Yes,0.463,0.700,4.208,4.6532
4763898,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,2,4.5980,1296.0,7200.0,3.0,1.5,Detached,2 Storey,2025-02-28,126 (9.7%),341,1.0,0.0,Yes,No,Yes,0.442,0.700,4.489,4.598
4763898,1170.0,7541.0,2.0,1.5,Detached,1.5 Storey,2025-04-23,3,4.5980,1185.0,7929.0,3.0,1.5,Detached,Split Level,2025-04-24,15 (1.3%),388,1.0,0.0,Yes,No,Yes,0.870,0.700,1.106,4.598
4764028,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,1,3.2057,2020.0,,3.0,3.0,Townhouse,3 Storey,2025-01-21,198 (9.8%),nan,0.0,0.5,Yes,No,Yes,0.336,0.700,5.221,3.2057
4764028,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,2,1.5931,1965.0,1219.0,3.0,0.0,Townhouse,3 Storey,2025-02-25,143 (7.3%),308,0.0,2.5,Yes,No,Yes,0.412,0.700,3.611,1.5931
4764028,1822.0,911.0,3.0,2.5,Townhouse,3+ Storey,2025-04-16,3,1.2085,1750.0,1800.0,6.0,0.0,Townhouse,3 Storey,2025-04-08,72 (4.1%),889,3.0,2.5,Yes,No,Yes,0.581,0.700,3.946,1.2085
4764094,1746.0,6825.0,3.0,2.5,Detached,Split Level,2025-04-16,1,4.0787,2100.0,7726.0,4.0,2.5,Detached,Split Level,2025-04-14,354 (16.9%),901,1.0,0.0,Yes,Yes,Yes,0.220,1.000,7.943,4.0787
4764094,1746.0,6825.0,3.0,2.5,Detached,Split Level,2025-04-16,2,4.0078,1816.0,9520.0,3.0,3.0,Detached,Split Level,2025-02-03,70 (3.9%),2695,0.0,0.5,Yes,Yes,Yes,0.588,1.000,2.642,4.0078
4764094,1746.0,6825.0,3.0,2.5,Detached,Split Level,2025-04-16,3,3.8556,1621.0,5200.0,4.0,3.5,Detached,2 Storey,2025-04-15,125 (7.7%),1625,1.0,1.0,Yes,No,Yes,0.444,0.700,3.885,3.8556
4764103,1602.0,3694.0,2.0,3.0,Semi Detached,2 Storey,2025-04-16,1,1.0458,1750.0,,3.0,0.0,Semi Detached,2 Storey,2025-04-29,148 (8.5%),nan,1.0,3.0,Yes,Yes,Yes,0.403,1.000,4.383,1.0458
4764103,1602.0,3694.0,2.0,3.0,Semi Detached,2 Storey,2025-04-16,2,0.3659,1300.0,2945.0,3.0,0.0,Semi Detached,2 Storey,2025-03-21,302 (23.2%),749,1.0,3.0,Yes,Yes,Yes,0.249,1.000,11.292,0.3659
4764103,1602.0,3694.0,2.0,3.0,Semi Detached,2 Storey,2025-04-16,3,0.0358,,3240.0,4.0,0.0,Semi Detached,2 Storey,2025-03-23,nan (0.0%),454,2.0,3.0,Yes,Yes,Yes,nan,1.000,1.000,0.0358
4765154,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,1,4.3925,1750.0,4888.0,3.0,2.0,Detached,Split Level,2025-03-05,90 (5.1%),2119,1.0,0.5,Yes,Yes,Yes,0.526,1.000,2.757,4.3925
4765154,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,2,3.8533,1750.0,4560.0,4.0,3.0,Detached,2 Storey,2025-03-04,90 (5.1%),2447,0.0,0.5,Yes,No,Yes,0.526,0.700,2.957,3.8533
4765154,1840.0,7007.0,4.0,2.5,Detached,Split Level,2025-04-22,3,3.7941,1721.0,5929.0,5.0,1.5,Detached,Split Level,2025-01-31,119 (6.9%),1078,1.0,1.0,Yes,Yes,Yes,0.457,1.000,3.766,3.7941
4765502,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,1,-2.5367,1288.0,3256.0,3.0,0.0,Detached,Split Level,2025-03-31,557 (43.2%),7314,1.0,1.5,Yes,No,Yes,0.152,0.700,17.998,2.5367
4765502,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,2,-3.1559,1379.0,5076.0,3.0,2.0,Detached,Bungalow,2024-12-14,466 (33.8%),5494,1.0,0.5,Yes,No,No,0.177,0.400,13.817,3.1559
4765502,1845.0,10570.0,4.0,1.5,Detached,1.5 Storey,2025-04-22,3,-4.6355,1325.0,,3.0,0.0,Detached,Split Level,2025-01-14,520 (39.2%),nan,1.0,1.5,Yes,No,No,0.161,0.400,16.398,4.6355
4765899,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,1,4.3470,1439.0,3434.0,3.0,3.0,Detached,2 Storey,2025-02-07,49 (3.4%),251,0.0,0.5,Yes,Yes,Yes,0.671,1.000,1.862,4.347
4765899,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,2,4.2508,1300.0,5550.0,2.0,3.0,Detached,Bungalow Raised,2025-02-20,188 (14.5%),1865,1.0,0.5,Yes,No,Yes,0.347,0.700,6.285,4.2508
4765899,1488.0,3685.0,3.0,3.5,Detached,2 Storey,2025-04-16,3,4.1723,1300.0,4056.0,3.0,3.0,Detached,2 Storey,2025-03-07,188 (14.5%),371,0.0,0.5,Yes,Yes,Yes,0.347,1.000,6.485,4.1723
4765948,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,1,-2.3179,2250.0,4200.0,4.0,3.0,Detached,2 Storey,2025-02-22,119 (5.3%),2664,1.0,0.5,No,Yes,Yes,0.457,0.600,2.416,2.3179
4765948,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,2,-2.5445,1700.0,8840.0,6.0,2.5,Detached,2 Storey,2025-02-14,431 (25.4%),1976,3.0,1.0,No,Yes,Yes,0.188,0.600,11.341,2.5445
4765948,2131.0,6864.0,3.0,3.5,Triplex,2 Storey,2025-04-24,3,-2.8109,2777.0,13680.0,3.0,3.0,Detached,2 Storey,2025-03-05,646 (23.3%),6816,0.0,0.5,No,Yes,Yes,0.134,0.600,9.805,2.8109
4766326,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,1,4.0102,1191.0,6600.0,2.0,2.0,Detached,Bungalow,2025-01-31,82 (6.9%),1798,1.0,1.0,Yes,Yes,Yes,0.549,1.000,3.354,4.0102
4766326,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,2,4.0102,1274.0,6600.0,2.0,0.0,Detached,Bungalow,2025-01-31,165 (13.0%),1798,1.0,1.0,Yes,Yes,Yes,0.377,1.000,5.781,4.0102
4766326,1109.0,8398.0,3.0,1.0,Detached,Bungalow,2025-04-23,3,3.9973,1175.0,5500.0,3.0,2.0,Detached,Bungalow,2025-02-14,66 (5.6%),2898,0.0,1.0,Yes,Yes,Yes,0.602,1.000,2.447,3.9973
4766430,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,1,4.0190,1280.0,,3.0,1.5,Condominium,1 Storey,2025-02-05,106 (8.3%),nan,0.0,0.0,Yes,No,Yes,0.485,0.700,3.712,4.019
4766430,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,2,3.9168,1681.0,,3.0,1.5,Condominium,2 Storey,2025-02-26,295 (17.5%),nan,0.0,0.0,Yes,Yes,Yes,0.253,1.000,7.620,3.9168
4766430,1386.0,,3.0,1.5,Condominium,2 Storey,2025-04-23,3,3.7889,1228.0,,3.0,1.5,Condominium,2 Storey,2025-04-11,158 (12.9%),nan,0.0,0.0,Yes,Yes,Yes,0.388,1.000,5.947,3.7889
4767066,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,1,-2.3218,617.0,,1.0,1.0,Condominium,,2025-01-24,95 (15.4%),nan,0.0,0.0,No,Yes,Yes,0.513,nan,6.559,2.3218
4767066,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,2,-2.3218,524.0,,1.0,1.0,Condominium,,2025-01-24,2 (0.4%),nan,0.0,0.0,No,Yes,Yes,0.980,nan,0.153,2.3218
4767066,522.0,,1.0,1.0,High Rise Apartment,1 Storey,2025-04-21,3,-2.3218,492.0,,1.0,1.0,Condominium,,2025-01-26,30 (6.1%),nan,0.0,0.0,No,Yes,Yes,0.769,nan,2.839,2.3218
4768014,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,1,4.4053,1646.0,2460.0,3.0,3.0,Detached,2 Storey,2025-01-30,39 (2.4%),793,0.0,0.5,Yes,Yes,Yes,0.719,1.000,1.248,4.4053
4768014,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,2,4.4053,1716.0,2346.0,3.0,4.0,Detached,2 Storey,2025-02-12,109 (6.4%),907,0.0,0.5,Yes,Yes,Yes,0.478,1.000,2.641,4.4053
4768014,1607.0,3253.0,3.0,3.5,Detached,2 Storey,2025-04-21,3,4.2508,1651.0,4264.0,3.0,3.0,Detached,Bungalow,2025-02-05,44 (2.7%),1011,0.0,0.5,Yes,No,Yes,0.694,0.700,1.166,4.2508
4768037,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,1,-2.2146,1309.0,4356.0,4.0,2.0,Detached,2 Storey,2025-02-18,1446 (110.5%),2096,3.0,0.0,No,Yes,Yes,0.065,0.600,44.986,2.2146
4768037,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,2,-2.2146,1337.0,3762.0,4.0,2.0,Detached,2 Storey,2025-02-25,1418 (106.1%),2690,3.0,0.0,No,Yes,Yes,0.066,0.600,43.023,2.2146
4768037,2755.0,6452.0,7.0,2.0,Duplex,2 Storey,2025-04-21,3,-2.3482,900.0,3605.0,3.0,2.0,Detached,Bungalow,2025-03-05,1855 (206.1%),2847,4.0,0.0,No,No,Yes,0.051,0.300,83.844,2.3482
4768126,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,1,4.4053,1696.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-02-10,192 (11.3%),939,0.0,0.5,Yes,Yes,Yes,0.342,1.000,5.028,4.4053
4768126,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,2,3.9508,1750.0,2450.0,3.0,3.0,Townhouse,2 Storey,2025-02-21,246 (14.1%),449,0.0,0.5,Yes,Yes,Yes,0.289,1.000,6.523,3.9508
4768126,1504.0,2899.0,3.0,2.5,Townhouse,2 Storey,2025-04-23,3,1.6832,1706.0,1960.0,3.0,0.0,Townhouse,2 Storey,2025-02-10,202 (11.8%),939,0.0,2.5,Yes,Yes,Yes,0.331,1.000,5.636,1.6832
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,1,4.4053,1750.0,1960.0,3.0,3.0,Townhouse,2 Storey,2025-01-31,107 (6.1%),820,1.0,0.5,Yes,Yes,Yes,0.483,1.000,2.746,4.4053
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,2,4.3639,1656.0,2420.0,3.0,3.0,Townhouse,2 Storey,2025-02-09,13 (0.8%),360,1.0,0.5,Yes,Yes,Yes,0.885,1.000,0.814,4.3639
4768528,1643.0,2780.0,4.0,2.5,Townhouse,2 Storey,2025-04-24,3,4.3239,1616.0,2904.0,3.0,3.0,Townhouse,2 Storey,2025-03-07,27 (1.7%),124,1.0,0.5,Yes,Yes,Yes,0.787,1.000,1.368,4.3239
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,1,4.1735,1135.0,,3.0,2.0,Condominium,2 Storey,2025-03-07,101 (8.9%),nan,0.0,0.0,Yes,Yes,Yes,0.498,1.000,3.559,4.1735
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,2,4.1197,1500.0,,4.0,2.0,Condominium,2 Storey,2025-04-15,264 (17.6%),nan,1.0,0.0,Yes,Yes,Yes,0.275,1.000,7.440,4.1197
4769110,1236.0,,3.0,2.0,Condominium,2 Storey,2025-04-29,3,3.1751,1260.0,,2.0,1.0,Condominium,2 Storey,2025-01-30,24 (1.9%),nan,1.0,1.0,Yes,Yes,Yes,0.806,1.000,1.762,3.1751
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,1,3.9989,1550.0,,3.0,2.0,Detached,Bungalow,2025-04-24,150 (9.7%),nan,1.0,0.0,Yes,Yes,Yes,0.400,1.000,4.671,3.9989
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,2,3.2622,1448.0,,5.0,2.5,Detached,Bungalow,2024-11-06,252 (17.4%),nan,3.0,0.5,Yes,Yes,No,0.284,0.700,8.661,3.2622
4769269,1700.0,53143.2,2.0,2.0,Detached,Bungalow,2025-04-23,3,3.0236,2015.0,52371.0,5.0,3.0,Detached,Bungalow,2025-03-31,315 (15.6%),772,3.0,1.0,Yes,Yes,Yes,0.241,1.000,9.053,3.0236
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,1,4.0936,1750.0,386097.0,3.0,3.0,Detached,Bungalow,2025-03-07,242 (13.8%),379038,0.0,0.0,Yes,Yes,Yes,0.292,1.000,5.931,4.0936
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,2,3.6276,1626.0,6223.0,4.0,3.0,Detached,Bungalow,2025-01-22,366 (22.5%),836,1.0,0.0,Yes,Yes,No,0.215,0.700,10.404,3.6276
4770115,1992.0,7059.0,3.0,3.0,Detached,Bungalow,2025-04-30,3,3.6238,1886.0,3100.0,3.0,4.0,Detached,2 Storey,2025-02-17,106 (5.6%),3959,0.0,1.0,Yes,No,Yes,0.485,0.700,2.448,3.6238
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,1,4.1403,2140.0,3245.0,5.0,3.0,Detached,2 Storey,2025-02-14,102 (4.8%),3235,2.0,0.5,Yes,Yes,Yes,0.495,1.000,2.807,4.1403
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,2,3.8792,1950.0,7200.0,4.0,2.0,Detached,2 Storey,2025-02-07,292 (15.0%),720,1.0,0.5,Yes,Yes,Yes,0.255,1.000,7.090,3.8792
4770310,2242.0,6480.0,3.0,2.5,Detached,2 Storey,2025-04-30,3,1.5356,2200.0,3245.0,5.0,0.0,Detached,2 Storey,2025-02-14,42 (1.9%),3235,2.0,2.5,Yes,Yes,Yes,0.704,1.000,2.064,1.5356
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,1,4.0078,2240.0,7350.0,6.0,3.5,Detached,2 Storey,2025-05-07,8 (0.4%),2872,1.0,0.5,Yes,Yes,Yes,0.923,1.000,1.649,4.0078
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,2,3.7557,2207.0,588.0,6.0,3.5,Detached,2 Storey,2025-04-29,25 (1.1%),3890,1.0,0.5,Yes,Yes,Yes,0.802,1.000,2.147,3.7557
4771029,2231.68,4477.824,5.0,3.0,Detached,2 Storey,2025-04-28,3,3.3981,1796.0,506.0,4.0,3.0,Detached,Split Level,2025-02-07,436 (24.3%),3972,1.0,0.0,Yes,No,Yes,0.187,0.700,9.903,3.3981
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,1,-1.0128,950.0,,2.0,2.0,Condominium,,2025-01-07,192 (20.2%),nan,0.0,1.0,Yes,Yes,No,0.342,nan,8.684,1.0128
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,2,-1.0128,950.0,,2.0,0.0,Condominium,,2025-01-07,192 (20.2%),nan,0.0,1.0,Yes,Yes,No,0.342,nan,8.684,1.0128
4771097,758.0,,2.0,1.0,Condominium,1 Storey,2025-04-25,3,-1.4131,550.0,,1.0,1.0,Condominium,,2025-02-08,208 (37.8%),nan,1.0,0.0,Yes,Yes,Yes,0.325,nan,15.727,1.4131
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,1,4.6380,2236.0,3369.0,5.0,3.5,Detached,2 Storey,2025-02-23,121 (5.4%),624,1.0,0.0,Yes,No,Yes,0.452,0.700,2.565,4.638
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,2,4.2814,2227.0,3853.0,4.0,3.5,Detached,2 Storey,2025-03-01,112 (5.0%),1108,0.0,0.0,Yes,No,Yes,0.472,0.700,3.012,4.2814
4771641,2115.0,2744.8199999999997,4.0,3.5,Detached,3 Storey,2025-04-28,3,4.2685,2192.0,5177.0,4.0,3.5,Detached,2 Storey,2025-03-28,77 (3.5%),2432,0.0,0.0,Yes,No,Yes,0.565,0.700,2.205,4.2685
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,1,4.6660,1077.0,2755.0,3.0,2.0,Detached,2 Storey,2025-02-01,72 (6.7%),819,0.0,0.0,Yes,No,Yes,0.581,0.700,3.074,4.666
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,2,4.6660,981.0,2820.0,3.0,2.0,Detached,Split Level,2025-02-05,168 (17.1%),754,0.0,0.0,Yes,No,Yes,0.373,0.700,7.250,4.666
4772017,1149.0,3573.6479999999997,3.0,2.0,Detached,Bi-Level,2025-04-30,3,4.6380,1105.0,4391.0,4.0,2.0,Detached,Bungalow,2025-01-30,44 (4.0%),817,1.0,0.0,Yes,No,Yes,0.694,0.700,1.793,4.638
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,1,4.2508,1418.0,5435.0,3.0,2.0,Detached,Bungalow,2025-04-09,46 (3.2%),1334,0.0,0.5,Yes,No,Yes,0.685,0.700,1.398,4.2508
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,2,4.2352,1130.0,3466.0,3.0,1.5,Detached,2 Storey,2025-03-08,242 (21.4%),635,0.0,0.0,Yes,Yes,Yes,0.292,1.000,8.766,4.2352
4772152,1372.0,4101.084,3.0,1.5,Detached,2 Storey,2025-04-25,3,3.9287,1531.0,4337.0,3.0,2.5,Detached,2 Storey,2025-04-15,159 (10.4%),236,0.0,1.0,Yes,Yes,Yes,0.386,1.000,4.554,3.9287
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,1,1.3840,1750.0,14256.0,2.0,0.0,Detached,Bungalow,2025-03-01,75 (4.3%),7524,0.0,1.5,Yes,No,Yes,0.571,0.700,2.214,1.384
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,2,-0.7081,1032.0,23408.0,3.0,1.0,Detached,Bungalow,2025-02-27,643 (62.3%),1628,1.0,0.5,Yes,No,Yes,0.135,0.700,25.422,0.7081
4773295,1675.0,21780.0,2.0,1.5,Detached,1 Storey,2025-05-02,3,-0.7583,,,3.0,0.0,Detached,Bungalow Raised,2025-05-05,nan (0.0%),nan,1.0,1.5,Yes,No,Yes,nan,0.700,0.700,0.7583
4773534,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,1,3.6343,2725.0,,4.0,2.5,Detached,1.5 Storey,2025-05-01,48 (1.8%),nan,0.0,0.0,Yes,No,Yes,0.676,0.700,1.905,3.6343
4773534,2773.0,217800.0,4.0,2.5,Detached,Split Level,2025-05-02,2,3.3602,2800.0,,6.0,3.0,Detached,Split Level,2025-04-11,27 (1.0%),nan,2.0,0.5,Yes,Yes,Yes,0.787,1.000,3.286,3.3602
