orderID,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,subj_room_count,room_count_clean,room_count_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180
4758529,1176.0,853.0,323.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-03-06,1,1
4758529,1176.0,1043.0,133.0,,,,2.0,3.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-02-27,1,1
4758615,1334.0,1470.0,136.0,3253.0,4014.0,761.0,1.0,2.0,1.0,3.0,3.0,0.0,5.0,7.0,2.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2024-09-25,0,0
4758615,1334.0,1465.0,131.0,3253.0,4485.0,1232.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,9.0,4.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2025-03-24,1,1
4758615,1334.0,1475.0,141.0,3253.0,4842.0,1589.0,1.0,3.0,2.0,3.0,3.0,0.0,5.0,8.0,3.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2025-04-04,1,1
4758672,2010.0,1693.0,317.0,33661.0,28176.0,5485.0,3.0,4.0,1.0,2.5,1.5,1.0,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-17,1,1
4758672,2010.0,1100.0,910.0,33661.0,21446.0,12215.0,3.0,3.0,0.0,2.5,2.0,0.5,9.0,6.0,3.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-13,0,1
4758672,2010.0,2402.0,392.0,33661.0,24343.0,9318.0,3.0,4.0,1.0,2.5,2.0,0.5,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-09-23,0,0
4759024,2647.944,2508.0119999999997,139.93200000000024,4929.911999999999,4197.96,731.9519999999993,5.0,3.0,2.0,4.0,3.5,0.5,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-18,1,1
4759024,2647.944,2669.472,21.528000000000247,4929.911999999999,4133.376,796.5359999999991,5.0,5.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-03,1,1
4759024,2647.944,2411.136,236.808,4929.911999999999,3584.412,1345.4999999999995,5.0,4.0,1.0,4.0,2.5,1.5,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-04,1,1
4759088,1400.0,1382.0,18.0,37374.0,40000.0,2626.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,Detached,Detached,1.0,Bungalow Raised,Bungalow,0.0,2025-03-29,1,1
4759088,1400.0,1182.0,218.0,37374.0,32393.0,4981.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow Raised,Split Level,0.0,2025-02-06,1,1
4759088,1400.0,864.0,536.0,37374.0,48085.0,10711.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,Detached,Detached,1.0,Bungalow Raised,Bi-Level,0.0,2024-10-18,0,1
4759260,864.0,1138.0,274.0,15936.0,8600.0,7336.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,6.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-03-28,1,1
4759260,864.0,1092.0,228.0,15936.0,21730.0,5794.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,6.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-12-31,0,1
4759260,864.0,889.0,25.0,15936.0,67082.0,51146.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-10-18,0,1
4759498,1774.0,1688.0,86.0,3137.0,2841.0,296.0,3.0,3.0,0.0,3.5,2.5,1.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-16,1,1
4759498,1774.0,1453.0,321.0,3137.0,3907.0,770.0,3.0,3.0,0.0,3.5,1.5,2.0,7.0,6.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-27,1,1
4759498,1774.0,1944.0,170.0,3137.0,3984.0,847.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-04,1,1
4759512,1795.0,1374.0,421.0,6300.0,22489.0,16189.0,3.0,3.0,0.0,1.5,1.0,0.5,7.0,6.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-12-20,0,1
4759512,1795.0,1060.0,735.0,6300.0,7000.0,700.0,3.0,3.0,0.0,1.5,1.0,0.5,7.0,6.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-12-03,0,1
4759512,1795.0,1921.0,126.0,6300.0,14738.0,8438.0,3.0,4.0,1.0,1.5,2.0,0.5,7.0,8.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-09-21,0,0
4759561,3137.0,1560.0,1577.0,14375.0,3796.0,10579.0,5.0,3.0,2.0,4.0,3.0,1.0,15.0,6.0,9.0,Duplex,Duplex,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1
4759561,3137.0,1856.0,1281.0,14375.0,6500.0,7875.0,5.0,3.0,2.0,4.0,1.5,2.5,15.0,7.0,8.0,Duplex,Detached,0.0,2 Storey,2 Storey,1.0,2025-02-19,1,1
4759561,3137.0,2302.0,835.0,14375.0,4000.0,10375.0,5.0,3.0,2.0,4.0,2.0,2.0,15.0,7.0,8.0,Duplex,Duplex,1.0,2 Storey,2 Storey,1.0,2024-05-18,0,0
4759562,1132.0,1250.0,118.0,3500.0,4641.0,1141.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,Bi-Level,0.0,2025-01-13,1,1
4759562,1132.0,1403.0,271.0,3500.0,3238.0,262.0,3.0,3.0,0.0,1.5,2.0,0.5,6.0,6.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2024-10-18,0,1
4759562,1132.0,1281.0,149.0,3500.0,3426.0,74.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2024-10-16,0,1
4759604,1788.0,1920.0,132.0,14232.0,5058.0,9174.0,3.0,3.0,0.0,1.5,2.5,1.0,8.0,6.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-25,1,1
4759604,1788.0,1834.0,46.0,14232.0,4429.0,9803.0,3.0,4.0,1.0,1.5,2.5,1.0,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-24,1,1
4759604,1788.0,1353.0,435.0,14232.0,4359.0,9873.0,3.0,3.0,0.0,1.5,2.5,1.0,8.0,6.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-11-16,0,1
4759846,1637.0,1879.0,242.0,6000.0,4343.0,1657.0,3.0,4.0,1.0,1.5,1.5,0.0,7.0,8.0,1.0,Detached,Detached,1.0,Split Level,1.5 Storey,0.0,2025-04-07,1,1
4759846,1637.0,1892.0,255.0,6000.0,5700.0,300.0,3.0,4.0,1.0,1.5,2.0,0.5,7.0,8.0,1.0,Detached,Detached,1.0,Split Level,Split Level,1.0,2025-02-17,1,1
4759846,1637.0,1531.0,106.0,6000.0,7370.0,1370.0,3.0,3.0,0.0,1.5,1.5,0.0,7.0,6.0,1.0,Detached,Detached,1.0,Split Level,Bi-Level,0.0,2024-11-20,0,1
4764028,1822.0,1582.0,240.0,911.0,1221.0,310.0,3.0,3.0,0.0,2.5,2.0,0.5,9.0,8.0,1.0,Townhouse,Townhouse,1.0,3+ Storey,2 Storey,0.0,2025-01-31,1,1
4764028,1822.0,1823.0,1.0,911.0,2985.0,2074.0,3.0,2.0,1.0,2.5,2.0,0.5,9.0,7.0,2.0,Townhouse,Townhouse,1.0,3+ Storey,3 Storey,0.0,2024-08-14,0,0
4764028,1822.0,3336.0,1514.0,911.0,2449.0,1538.0,3.0,5.0,2.0,2.5,3.5,1.0,9.0,10.0,1.0,Townhouse,Townhouse,1.0,3+ Storey,3 Storey,0.0,2025-07-15,1,1
4766326,1109.0,1109.0,0.0,8398.0,5300.0,3098.0,3.0,3.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-03-06,1,1
4766326,1109.0,1313.0,204.0,8398.0,7008.0,1390.0,3.0,3.0,0.0,1.0,2.0,1.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-01-10,0,1
4766326,1109.0,1204.0,95.0,8398.0,5039.0,3359.0,3.0,3.0,0.0,1.0,1.5,0.5,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-04-14,1,1
4766430,1386.0,1386.0,0.0,,,,3.0,4.0,1.0,1.5,1.5,0.0,6.0,5.0,1.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2025-03-06,1,1
4766430,1386.0,1386.0,0.0,,,,3.0,3.0,0.0,1.5,1.5,0.0,6.0,5.0,1.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2025-02-26,1,1
4766430,1386.0,1366.0,20.0,,,,3.0,4.0,1.0,1.5,1.5,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2024-07-18,0,0
4767066,522.0,512.09,9.909999999999968,,,,1.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-03-28,1,1
4767066,522.0,552.87,30.870000000000005,,,,1.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-04-09,1,1
4767066,522.0,558.27,36.26999999999998,,,,1.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-02-27,1,1
4768014,1607.0,1919.0,312.0,3253.0,2928.0,325.0,3.0,3.0,0.0,3.5,2.5,1.0,6.0,7.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-05,1,1
4768014,1607.0,1746.0,139.0,3253.0,2440.0,813.0,3.0,3.0,0.0,3.5,2.5,1.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-26,1,1
4768014,1607.0,1993.0,386.0,3253.0,2786.0,467.0,3.0,3.0,0.0,3.5,3.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-14,1,1
4768037,2755.0,2185.0,570.0,6452.0,4800.0,1652.0,7.0,4.0,3.0,2.0,2.0,0.0,12.0,9.0,3.0,Duplex,Duplex,1.0,2 Storey,2.5 Storey,0.0,2025-02-24,1,1
4768037,2755.0,2054.0,701.0,6452.0,3200.0,3252.0,7.0,5.0,2.0,2.0,2.0,0.0,12.0,10.0,2.0,Duplex,Duplex,1.0,2 Storey,Split Level,0.0,2024-12-12,0,1
4768037,2755.0,1962.0,793.0,6452.0,12000.0,5548.0,7.0,4.0,3.0,2.0,2.0,0.0,12.0,9.0,3.0,Duplex,Duplex,1.0,2 Storey,2 Storey,1.0,2024-12-09,0,1
4763606,1634.0,1600.0,34.0,,,,4.0,4.0,0.0,2.5,2.5,0.0,8.0,8.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-26,1,1
4763606,1634.0,1400.0,234.0,,,,4.0,3.0,1.0,2.5,2.5,0.0,8.0,6.0,2.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-04-03,1,1
4763606,1634.0,1675.0,41.0,,,,4.0,3.0,1.0,2.5,2.5,0.0,8.0,6.0,2.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-04-16,1,1
4763898,1170.0,1303.0,133.0,7541.0,8799.0,1258.0,2.0,3.0,1.0,1.5,1.0,0.5,6.0,6.0,0.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2025-02-28,1,1
4763898,1170.0,1215.0,45.0,7541.0,10030.0,2489.0,2.0,3.0,1.0,1.5,1.0,0.5,6.0,6.0,0.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2025-01-31,1,1
4763898,1170.0,1004.0,166.0,7541.0,6500.0,1041.0,2.0,3.0,1.0,1.5,1.0,0.5,6.0,5.0,1.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,2024-11-08,0,1
4765154,1840.0,2617.0,777.0,7007.0,6600.0,407.0,4.0,4.0,0.0,2.5,3.5,1.0,7.0,20.0,13.0,Detached,Detached,1.0,Split Level,2 Storey,0.0,2025-01-30,1,1
4765154,1840.0,1732.0,108.0,7007.0,4995.0,2012.0,4.0,4.0,0.0,2.5,1.5,1.0,7.0,9.0,2.0,Detached,Detached,1.0,Split Level,Split Level,1.0,2025-03-05,1,1
4765154,1840.0,1221.0,619.0,7007.0,4454.0,2553.0,4.0,3.0,1.0,2.5,1.5,1.0,7.0,10.0,3.0,Detached,Detached,1.0,Split Level,2 Storey,0.0,2025-03-31,1,1
4765502,1845.0,1765.0,80.0,10570.0,8320.0,2250.0,4.0,3.0,1.0,1.5,1.0,0.5,8.0,9.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2025-02-20,1,1
4765502,1845.0,1864.0,19.0,10570.0,24420.0,13850.0,4.0,3.0,1.0,1.5,2.5,1.0,8.0,12.0,4.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,2025-01-22,1,1
4765502,1845.0,1700.0,145.0,10570.0,110.0,10460.0,4.0,3.0,1.0,1.5,1.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,1.5 Storey,2 Storey,0.0,2024-12-16,0,1
4765899,1488.0,1478.0,10.0,3685.0,3214.0,471.0,3.0,3.0,0.0,3.5,1.5,2.0,6.0,12.0,6.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-10-21,0,1
4765899,1488.0,1629.0,141.0,3685.0,4291.0,606.0,3.0,4.0,1.0,3.5,3.5,0.0,6.0,15.0,9.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1
4765899,1488.0,1079.0,409.0,3685.0,4291.0,606.0,3.0,3.0,0.0,3.5,3.0,0.5,6.0,13.0,7.0,Detached,Detached,1.0,2 Storey,1 Storey,0.0,2025-02-13,1,1
4765948,2131.0,1500.0,631.0,6864.0,1900.0,4964.0,3.0,4.0,1.0,3.5,2.0,1.5,12.0,8.0,4.0,Triplex,Duplex,0.0,2 Storey,2 Storey,1.0,2025-02-12,1,1
4765948,2131.0,3000.0,869.0,6864.0,3825.0,3039.0,3.0,5.0,2.0,3.5,3.0,0.5,12.0,9.0,3.0,Triplex,Triplex,1.0,2 Storey,2 Storey,1.0,2024-10-29,0,1
4765948,2131.0,2000.0,131.0,6864.0,3312.0,3552.0,3.0,4.0,1.0,3.5,2.0,1.5,12.0,8.0,4.0,Triplex,Duplex,0.0,2 Storey,1 Storey,0.0,2025-01-18,0,1
4768126,1504.0,1570.0,66.0,2899.0,3035.35,136.3499999999999,3.0,3.0,0.0,2.5,2.5,0.0,6.0,6.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1
4768126,1504.0,1869.0,365.0,2899.0,2664.87,234.1300000000001,3.0,5.0,2.0,2.5,2.5,0.0,6.0,8.0,2.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-02-27,1,1
4768126,1504.0,1830.0,326.0,2899.0,3159.74,260.7399999999998,3.0,4.0,1.0,2.5,2.5,0.0,6.0,7.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-26,1,1
4768528,1643.0,1551.0,92.0,2780.0,2665.0,115.0,4.0,3.0,1.0,2.5,2.5,0.0,7.0,6.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-11,1,1
4768528,1643.0,1873.0,230.0,2780.0,4843.0,2063.0,4.0,3.0,1.0,2.5,2.5,0.0,7.0,6.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-01-23,0,1
4768528,1643.0,1932.0,289.0,2780.0,3582.0,802.0,4.0,4.0,0.0,2.5,2.5,0.0,7.0,7.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-26,1,1
4769110,1236.0,1150.0,86.0,,,,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2025-01-17,0,1
4769110,1236.0,1216.0,20.0,,,,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2025-03-28,1,1
4769110,1236.0,1500.0,264.0,,,,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,2025-04-14,1,1
4769269,1700.0,1567.0,133.0,53143.2,21344.4,31798.799999999996,2.0,2.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-04-06,1,1
4769269,1700.0,1769.0,69.0,53143.2,53143.2,0.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-04-01,1,1
4769269,1700.0,1680.0,20.0,53143.2,6534.0,46609.2,2.0,3.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-12-18,0,1
4770115,1992.0,1814.0,178.0,7059.0,4691.0,2368.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,6.0,2.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-10-04,0,0
4770115,1992.0,1523.0,469.0,7059.0,6842.0,217.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,6.0,2.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-11-04,0,1
4770115,1992.0,1988.0,4.0,7059.0,48329.0,41270.0,3.0,4.0,1.0,3.0,3.0,0.0,8.0,8.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-04-30,1,1
4770310,2242.0,1590.0,652.0,6480.0,7200.0,720.0,3.0,2.0,1.0,2.5,1.5,1.0,8.0,12.0,4.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-11-29,0,1
4770310,2242.0,3440.0,1198.0,6480.0,7749.0,1269.0,3.0,7.0,4.0,2.5,5.0,2.5,8.0,14.0,6.0,Detached,Detached,1.0,2 Storey,2.5 Storey,0.0,2025-04-10,1,1
4770310,2242.0,2336.0,94.0,6480.0,12600.0,6120.0,3.0,4.0,1.0,2.5,2.0,0.5,8.0,12.0,4.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-06-13,0,0
4771097,758.0,819.0,61.0,,,,2.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2024-12-12,0,1
4771097,758.0,594.0,164.0,,,,2.0,1.0,1.0,1.0,1.0,0.0,5.0,7.0,2.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-08,1,1
4771097,758.0,819.0,61.0,,,,2.0,2.0,0.0,1.0,1.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2024-07-23,0,0
4771029,2231.68,2537.4,305.72000000000025,4477.824,3821.22,656.6039999999998,5.0,4.0,1.0,3.0,3.0,0.0,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-25,1,1
4771029,2231.68,2811.0,579.3200000000002,4477.824,3971.916,505.90799999999945,5.0,4.0,1.0,3.0,4.0,1.0,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-28,1,1
4771029,2231.68,2336.52,104.84000000000015,4477.824,5263.596,785.7719999999999,5.0,5.0,0.0,3.0,3.0,0.0,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-19,0,1
4771641,2115.0,3068.75,953.75,2744.8199999999997,3692.052,947.2320000000004,4.0,5.0,1.0,3.5,4.5,1.0,8.0,9.0,1.0,Detached,Detached,1.0,3 Storey,3 Storey,1.0,2025-01-07,0,1
4771641,2115.0,2206.09,91.09000000000015,2744.8199999999997,2583.3599999999997,161.46000000000004,4.0,3.0,1.0,3.5,2.5,1.0,8.0,6.0,2.0,Detached,Detached,1.0,3 Storey,3 Storey,1.0,2025-01-27,0,1
4771641,2115.0,1998.7,116.29999999999995,2744.8199999999997,3584.412,839.5920000000001,4.0,4.0,0.0,3.5,3.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,3 Storey,3 Storey,1.0,2025-03-07,1,1
4772017,1149.0,1259.0,110.0,3573.6479999999997,4477.824,904.1759999999999,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bi-Level,Split Level,0.0,2025-03-25,1,1
4772017,1149.0,1120.0,29.0,3573.6479999999997,5317.415999999999,1743.7679999999996,3.0,1.0,2.0,2.0,1.5,0.5,6.0,5.0,1.0,Detached,Detached,1.0,Bi-Level,Bi-Level,1.0,2025-02-18,1,1
4772017,1149.0,1189.04,40.039999999999964,3573.6479999999997,3326.076,247.57199999999966,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bi-Level,Bi-Level,1.0,2025-04-25,1,1
4772152,1372.0,1811.0,439.0,4101.084,10.97,4090.114,3.0,3.0,0.0,1.5,2.5,1.0,8.0,7.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-25,1,1
4772152,1372.0,1554.0,182.0,4101.084,16.74,4084.344,3.0,3.0,0.0,1.5,2.5,1.0,8.0,6.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1
4772152,1372.0,1548.0,176.0,4101.084,11.64,4089.444,3.0,3.0,0.0,1.5,2.5,1.0,8.0,7.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-03,1,1
4775892,1178.0,1178.0,0.0,,,,3.0,3.0,0.0,1.5,2.5,1.0,6.0,6.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-01-25,0,1
4775892,1178.0,1178.0,0.0,,,,3.0,3.0,0.0,1.5,1.5,0.0,6.0,7.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2024-12-06,0,1
4775892,1178.0,1231.0,53.0,,,,3.0,4.0,1.0,1.5,2.0,0.5,6.0,7.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-10,1,1
4776066,2203.0,2540.0,337.0,3702.816,4628.5199999999995,925.7039999999997,3.0,4.0,1.0,2.5,2.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-23,1,1
4776066,2203.0,2274.0,71.0,3702.816,4154.9039999999995,452.08799999999974,3.0,3.0,0.0,2.5,2.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-14,1,1
4776066,2203.0,2431.0,228.0,3702.816,4789.98,1087.1639999999998,3.0,3.0,0.0,2.5,2.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-08,1,1
4773295,1675.0,1032.0,643.0,21780.0,23408.0,1628.0,2.0,3.0,1.0,1.5,1.0,0.5,6.0,7.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-27,1,1
4773295,1675.0,1560.0,115.0,21780.0,107120.0,85340.0,2.0,3.0,1.0,1.5,1.0,0.5,6.0,7.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-12-11,0,1
4773295,1675.0,1700.0,25.0,21780.0,34600.0,12820.0,2.0,3.0,1.0,1.5,2.0,0.5,6.0,7.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-05-02,1,1
4775247,1952.0,2352.1,400.0999999999999,10021.284,9902.88,118.40400000000045,3.0,3.0,0.0,2.5,3.0,0.5,7.0,9.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-08,1,1
4775247,1952.0,1560.55,391.45000000000005,10021.284,10893.168,871.884,3.0,3.0,0.0,2.5,2.5,0.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-07,1,1
4775247,1952.0,2238.5,286.5,10021.284,8708.076,1313.2080000000005,3.0,4.0,1.0,2.5,2.5,0.0,7.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-24,1,1
4773534,2773.0,2000.0,773.0,217800.0,34952.0,182848.0,4.0,3.0,1.0,2.5,2.5,0.0,8.0,7.0,1.0,Detached,Detached,1.0,Split Level,1 Storey,0.0,2025-04-14,1,1
4773534,2773.0,2009.0,764.0,217800.0,41745.0,176055.0,4.0,3.0,1.0,2.5,2.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,Split Level,2 Storey,0.0,2025-03-28,1,1
4773534,2773.0,4302.0,1529.0,217800.0,372060.0,154260.0,4.0,4.0,0.0,2.5,3.5,1.0,8.0,8.0,0.0,Detached,Detached,1.0,Split Level,2 Storey,0.0,2024-11-28,0,1
4773833,2304.0,1418.0,886.0,23046.0,22500.0,546.0,4.0,3.0,1.0,2.0,2.0,0.0,10.0,7.0,3.0,Detached,Detached,1.0,2 Storey,1 Storey,0.0,2024-11-17,0,1
4773833,2304.0,1089.0,1215.0,23046.0,21582.0,1464.0,4.0,6.0,2.0,2.0,2.0,0.0,10.0,7.0,3.0,Detached,Detached,1.0,2 Storey,1 Storey,0.0,2025-02-11,1,1
4773833,2304.0,2685.0,381.0,23046.0,17000.0,6046.0,4.0,5.0,1.0,2.0,2.0,0.0,10.0,10.0,0.0,Detached,Detached,1.0,2 Storey,Split Level,0.0,2025-03-04,1,1
4776648,1050.0,1158.0,108.0,10014.0,5400.0,4614.0,4.0,3.0,1.0,2.0,1.5,0.5,5.0,10.0,5.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-05,1,1
4776648,1050.0,1537.0,487.0,10014.0,4865.0,5149.0,4.0,3.0,1.0,2.0,2.0,0.0,5.0,8.0,3.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-04-05,1,1
4776648,1050.0,1494.0,444.0,10014.0,6900.0,3114.0,4.0,4.0,0.0,2.0,2.0,0.0,5.0,13.0,8.0,Detached,Detached,1.0,1 Storey,Split Level,0.0,2025-04-14,1,1
4777578,2061.0,2342.0,281.0,9450.792,7840.0,1610.7919999999995,3.0,3.0,0.0,3.5,2.5,1.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-28,1,1
