orderID,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,subj_room_count,room_count_clean,room_count_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180
4758025,2809.404,3067.74,258.3359999999998,8191.404,7287.227999999999,904.1760000000013,4.0,3.0,1.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-09,0,1
4758025,2809.404,2583.3599999999997,226.04400000000032,8191.404,5511.168,2680.236000000001,4.0,3.0,1.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-16,1,1
4758025,2809.404,2475.72,333.6840000000002,8191.404,5877.143999999999,2314.260000000001,4.0,4.0,0.0,3.5,3.0,0.5,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-18,1,1
4758316,789.0,934.0,145.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-04-03,1,1
4758316,789.0,881.0,92.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,7.0,2.0,Condominium,Condominium,1.0,1 Storey,,,2025-02-13,1,1
4758316,789.0,875.0,86.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,,,2025-03-15,1,1
4758324,1094.0,1288.0,194.0,12600.0,51836.0,39236.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-21,1,1
4758324,1094.0,1211.0,117.0,12600.0,67188.0,54588.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,1 Storey,Bi-Level,0.0,2025-01-10,1,1
4758324,1094.0,1085.0,9.0,12600.0,93131.0,80531.0,3.0,3.0,0.0,2.0,1.0,1.0,6.0,6.0,0.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-10-25,0,1
4758529,1176.0,1340.0,164.0,,,,2.0,3.0,1.0,2.0,2.0,0.0,6.0,5.0,1.0,High Rise Apartment,High Rise Apartment,1.0,1 Storey,1 Storey,1.0,2025-02-04,1,1
