orderID,is_good_comp_predicted,probability_good_comp
4763087,0,0.01
4763087,0,0.0
4763087,0,0.0
4763087,0,0.03
4763087,0,0.08
4763087,0,0.15
4763087,0,0.0
4763087,0,0.01
4763087,0,0.02
4763087,0,0.0
4763087,0,0.03
4763087,0,0.01
4763087,0,0.0
4763087,0,0.0
4763087,0,0.36
4763087,0,0.02
4763087,0,0.21
4763087,0,0.38
4763087,0,0.0
4763087,0,0.45
4763087,0,0.01
4764094,0,0.16
4764094,0,0.17
4764094,1,0.59
4764094,0,0.17
4764094,0,0.42
4764094,0,0.0
4764094,0,0.12
4764094,0,0.37
4764094,0,0.01
4764094,0,0.03
4764094,0,0.0
4764094,0,0.19
4764094,0,0.23
4764094,0,0.02
4764094,0,0.02
4764094,0,0.3
4764094,0,0.01
4764094,0,0.15
4764094,0,0.1
4764094,0,0.03
4764094,1,0.61
4764094,0,0.02
4764094,0,0.04
4764094,0,0.0
4764094,0,0.48
4764094,0,0.02
4764094,0,0.06
4764094,0,0.01
4764094,0,0.01
4764094,0,0.0
4764094,0,0.06
4764094,0,0.09
4764094,0,0.18
4764094,0,0.07
4764094,0,0.08
4764094,0,0.22
4764094,0,0.33
4764094,0,0.01
4764094,0,0.34
4764094,0,0.18
4764094,0,0.45
4764094,0,0.08
4764094,0,0.0
4764094,0,0.02
4764094,0,0.17
4764094,0,0.0
4764094,0,0.2
4764094,0,0.04
4764094,0,0.12
4764103,0,0.07
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.0
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.05
4764103,0,0.0
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.02
4764103,0,0.02
4764103,0,0.01
4764103,0,0.23
4764103,0,0.01
4764103,0,0.03
4764103,0,0.0
4764103,0,0.05
4764103,0,0.18
4764103,0,0.02
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.13
4764103,0,0.0
4764103,0,0.23
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.02
4764103,0,0.01
4764103,0,0.01
4764103,0,0.01
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.0
4764103,0,0.02
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.01
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.05
4764103,0,0.02
4764103,0,0.0
4764103,0,0.01
4764103,0,0.03
4764103,0,0.0
4764103,0,0.03
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4764103,0,0.16
4764103,0,0.01
4764103,0,0.02
4764103,0,0.03
4764103,0,0.09
4764103,0,0.0
4764103,0,0.05
4764103,0,0.0
4764103,0,0.0
4764103,0,0.0
4761696,0,0.08
4761696,0,0.04
4761696,0,0.03
4761696,0,0.12
4761696,0,0.11
4761696,0,0.07
4761696,0,0.21
4761696,0,0.09
4761696,0,0.09
4761696,0,0.03
4761696,0,0.01
4761696,0,0.0
4761696,0,0.0
4761696,0,0.19
4761696,0,0.13
4761696,0,0.07
4761696,0,0.06
4761696,1,0.7
4761696,0,0.07
4761696,0,0.19
4761696,0,0.26
4761696,0,0.0
4761696,0,0.0
4761696,0,0.01
4761696,1,0.82
4761696,0,0.22
4761696,0,0.23
4761696,0,0.11
4761696,0,0.01
4761696,0,0.0
4761696,0,0.08
4761696,0,0.08
4761696,0,0.0
4761696,0,0.15
4761696,0,0.01
4761696,0,0.21
4761696,0,0.16
4761696,0,0.1
4761696,0,0.07
4761696,0,0.04
4761696,0,0.18
4761696,0,0.11
4761696,0,0.01
4761696,0,0.06
4761696,0,0.03
4761696,0,0.07
4761696,0,0.06
4761696,0,0.07
4761696,0,0.01
4761696,0,0.02
4761696,0,0.04
4761696,0,0.0
4761696,0,0.08
4761696,0,0.0
4761696,0,0.0
4761696,0,0.01
4761696,0,0.02
4761696,0,0.06
4761696,0,0.1
4761696,0,0.18
4761696,0,0.0
4761696,0,0.0
4761696,0,0.0
4761696,0,0.22
4761696,0,0.01
4761696,0,0.02
4761696,0,0.0
4761696,0,0.0
4761696,0,0.03
4761696,0,0.11
4761696,0,0.02
4761696,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.07
4762154,0,0.17
4762154,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.37
4762154,0,0.0
4762154,0,0.0
4762154,0,0.03
4762154,0,0.0
4762154,0,0.02
4762154,0,0.13
4762154,0,0.01
4762154,0,0.06
4762154,0,0.02
4762154,0,0.03
4762154,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.09
4762154,0,0.25
4762154,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.01
4762154,0,0.05
4762154,0,0.0
4762154,0,0.0
4762154,0,0.02
4762154,0,0.02
4762154,0,0.0
4762154,0,0.11
4762154,0,0.0
4762154,0,0.0
4762154,0,0.36
4762154,0,0.0
4762154,0,0.02
4762154,0,0.02
4762154,0,0.03
4762154,0,0.17
4762154,0,0.0
4762154,0,0.06
4762154,0,0.0
4762154,0,0.0
4762154,0,0.01
4762154,0,0.0
4762154,0,0.0
4762154,0,0.21
4762154,0,0.0
4762154,0,0.01
4762154,0,0.02
4762154,0,0.0
4762154,0,0.01
4762154,0,0.03
4762154,0,0.04
4762154,0,0.17
4762154,0,0.0
4762154,0,0.0
4762154,0,0.04
4762154,0,0.03
4762154,0,0.09
4762154,0,0.02
4762154,0,0.15
4762154,0,0.03
4762154,0,0.07
4762154,0,0.38
4762154,0,0.04
4762154,0,0.05
4762154,0,0.01
4762154,0,0.0
4762154,0,0.13
4762154,0,0.04
4762154,0,0.0
4762154,0,0.0
4762154,0,0.0
4762154,0,0.02
4762154,0,0.01
4762154,0,0.0
4762154,0,0.01
4762154,0,0.0
4762154,0,0.07
4762154,0,0.02
4762154,0,0.0
4762154,0,0.17
4762154,0,0.09
4762154,0,0.0
4762154,1,0.55
4762154,1,0.52
4762154,0,0.0
4762154,0,0.0
4762330,0,0.01
4762330,0,0.05
4762330,1,0.94
4762330,0,0.45
4762330,0,0.06
4762330,0,0.28
4762330,0,0.05
4762330,0,0.17
4762330,0,0.06
4762330,0,0.36
4762330,0,0.05
4762330,0,0.16
4762330,0,0.02
4762330,0,0.13
4762330,0,0.03
4762330,0,0.04
4762330,1,0.98
4762330,0,0.15
4762330,0,0.05
4762330,0,0.08
4762330,0,0.1
4762330,1,0.72
4762330,0,0.09
4762330,0,0.27
4762330,0,0.06
4762330,0,0.02
4762330,0,0.02
4762330,0,0.43
4762330,0,0.11
4762330,0,0.1
4762330,0,0.11
4762330,0,0.05
4762330,0,0.01
4762330,0,0.08
4762330,0,0.02
4762330,0,0.0
4762330,0,0.0
4762330,1,0.87
4762330,0,0.47
4762330,0,0.04
4762330,0,0.02
4762330,0,0.15
4762330,0,0.07
4762330,0,0.02
4762330,0,0.04
4762330,0,0.14
4762406,0,0.07
4762406,0,0.06
4762406,0,0.02
4762406,0,0.2
4762406,1,0.67
4762406,1,0.61
4762406,0,0.0
4762406,0,0.1
4762406,0,0.0
4762406,0,0.21
4762406,0,0.03
4762406,0,0.01
4762406,0,0.0
4762406,0,0.05
4762406,0,0.36
4762406,0,0.02
4762406,0,0.03
4762406,0,0.04
4762406,0,0.01
4762406,0,0.08
4762406,0,0.02
4762406,0,0.08
4761220,0,0.01
4761220,0,0.06
4761220,0,0.09
4761220,0,0.04
4761220,0,0.01
4761220,0,0.0
4761220,0,0.0
4761220,0,0.05
4761220,0,0.0
4761220,0,0.03
4761220,0,0.0
4761220,0,0.07
4761220,0,0.08
4761220,0,0.07
4761220,0,0.01
4761220,0,0.01
4761220,0,0.03
4761220,0,0.37
4761220,0,0.02
4761220,0,0.02
4761220,0,0.06
4761220,0,0.0
4761220,0,0.01
4761220,0,0.06
4761220,0,0.07
4761220,0,0.02
4761220,0,0.0
4761220,0,0.0
4761220,0,0.3
4761220,0,0.01
4761220,0,0.11
4761220,0,0.0
4761220,0,0.01
4761220,0,0.04
4761220,0,0.0
4761220,0,0.06
4761220,0,0.11
4761220,0,0.0
4761220,0,0.0
4761220,0,0.0
4761220,0,0.01
4761220,0,0.0
4761220,0,0.0
4761433,0,0.0
4761433,0,0.0
4761433,0,0.0
4761433,0,0.01
4761433,0,0.0
4761433,0,0.1
4761433,0,0.0
4761433,0,0.0
4761433,0,0.01
4761433,0,0.0
4761433,0,0.0
4761433,0,0.04
4761433,0,0.0
4761433,0,0.03
4761433,0,0.04
4761433,0,0.04
4761433,0,0.01
4761433,0,0.01
4761433,0,0.0
4761433,0,0.0
4761433,0,0.03
4761433,0,0.11
4761433,0,0.0
4761433,0,0.02
4761433,0,0.0
4761433,0,0.0
4761433,0,0.0
4761433,0,0.02
4761433,0,0.0
4761433,0,0.02
4761433,0,0.03
4761433,0,0.0
4761433,0,0.0
4761433,0,0.04
4761433,0,0.12
4761433,0,0.04
4761433,0,0.11
4761433,0,0.0
4761433,0,0.0
4761433,0,0.0
4761433,0,0.0
4761446,0,0.03
4761446,0,0.02
4761446,0,0.15
4761446,0,0.46
4761446,0,0.02
4761446,0,0.28
4761446,0,0.26
4761446,0,0.02
4761446,0,0.0
4761446,0,0.02
4761446,0,0.0
4761446,0,0.03
4761446,0,0.13
4761446,0,0.36
4761446,0,0.06
4761446,0,0.36
4761446,0,0.04
4761446,0,0.37
4761446,0,0.04
4761446,0,0.02
4761446,0,0.0
4761446,0,0.16
4761446,0,0.15
4761446,0,0.13
4761446,0,0.04
4761446,0,0.08
4761446,0,0.04
4761446,0,0.07
4761446,0,0.05
4761446,0,0.47
4761446,0,0.08
4761446,0,0.02
4761446,0,0.17
4761446,0,0.08
4761446,0,0.0
4761446,0,0.03
4761446,0,0.03
4761446,0,0.09
4761446,0,0.23
4761446,0,0.07
4761446,0,0.02
4761446,0,0.0
4761446,0,0.14
4761446,0,0.07
4761446,0,0.04
4761446,0,0.0
4761446,0,0.04
4761446,0,0.08
4761446,0,0.28
4761446,0,0.22
4761446,0,0.0
4761446,0,0.0
4761446,0,0.16
4761446,0,0.01
4761446,0,0.0
4761446,0,0.0
4761446,0,0.01
4761446,0,0.0
4761446,0,0.0
4761446,0,0.0
4761446,0,0.03
4761446,0,0.17
4761446,0,0.04
4761446,0,0.02
4761446,0,0.01
4761446,0,0.01
4761446,0,0.0
4761446,0,0.0
4761446,0,0.07
4761446,0,0.0
4761446,0,0.02
4761446,0,0.0
4761446,0,0.01
4759647,0,0.11
4759647,0,0.22
4759647,0,0.08
4759647,1,0.93
4759647,0,0.15
4759647,0,0.06
4759647,0,0.07
4759647,0,0.14
4759647,0,0.25
4759647,0,0.13
4759647,0,0.06
4759647,0,0.07
4759647,0,0.3
4759647,0,0.09
4759647,1,0.58
4759647,0,0.3
4759647,0,0.0
4759647,1,0.52
4759647,1,0.67
4759647,0,0.0
4759647,0,0.37
4759647,0,0.0
4759647,0,0.43
4759647,0,0.03
4759647,0,0.44
4759647,1,0.51
4759647,0,0.02
4759647,1,0.67
4759647,1,0.59
4759647,1,0.51
4759647,0,0.07
4759647,0,0.06
4759647,0,0.01
4759647,0,0.45
4759647,0,0.16
4759647,0,0.04
4759647,0,0.01
4759647,1,0.65
4759647,0,0.01
4759647,0,0.0
4759647,0,0.01
4759647,0,0.07
4759647,0,0.03
4759647,0,0.11
4759647,1,0.66
4759647,0,0.01
4759647,0,0.06
4759647,0,0.05
4759647,0,0.01
4759647,1,0.63
4759647,0,0.44
4759647,0,0.36
4759647,0,0.37
4759647,0,0.17
4759647,1,0.59
4759647,1,0.62
4759647,1,0.66
4759647,0,0.0
4759647,0,0.02
4759647,0,0.0
4759647,0,0.12
4759647,0,0.01
4759647,0,0.31
4759647,0,0.46
4759647,1,0.51
4759647,0,0.01
4759647,0,0.06
4759723,0,0.0
4759723,0,0.15
4759723,0,0.02
4759723,0,0.17
4759723,0,0.0
4759723,0,0.01
4759723,0,0.0
4759723,0,0.05
4759723,0,0.01
4759723,1,0.94
4759723,0,0.38
4759723,0,0.02
4759723,0,0.08
4759723,0,0.02
4759723,0,0.02
4759723,0,0.01
4759723,0,0.05
4759723,0,0.08
4759723,0,0.01
4759723,0,0.09
4759723,0,0.03
4759723,0,0.0
4759723,0,0.03
4759723,0,0.02
4759723,0,0.01
4759723,0,0.18
4759723,0,0.0
4759723,0,0.02
4759723,0,0.06
4759723,0,0.01
4759723,0,0.0
4759723,0,0.01
4759723,0,0.01
4759723,0,0.0
4759723,0,0.07
4759723,0,0.0
4759723,0,0.0
4759723,0,0.15
4759723,0,0.01
4759723,0,0.0
4759723,0,0.01
4759723,0,0.03
4759723,0,0.01
4759723,0,0.02
4759723,0,0.11
4759723,0,0.01
4759723,0,0.13
4759723,0,0.33
4759723,0,0.05
4759723,0,0.09
4759723,0,0.11
4759723,0,0.01
4759723,0,0.15
4759723,0,0.01
4759723,1,0.7
4759723,0,0.0
4759723,0,0.32
4759723,0,0.0
4759723,0,0.18
4759723,0,0.0
4759723,0,0.09
4759723,0,0.01
4759723,0,0.01
4759723,0,0.01
4759723,0,0.01
4759723,0,0.06
4759723,0,0.02
4759723,0,0.11
4759723,0,0.0
4759723,0,0.03
4759723,0,0.33
4759723,0,0.02
4759723,0,0.01
4759723,0,0.03
4759723,0,0.0
4759723,0,0.01
4759723,0,0.02
4759723,0,0.04
4759723,0,0.02
4759723,0,0.02
4759723,0,0.01
4759723,0,0.02
4759723,0,0.0
4759723,0,0.02
4759723,0,0.02
4759723,0,0.02
4759723,0,0.02
4759723,0,0.0
4759723,0,0.03
4759723,0,0.06
4759723,0,0.01
4759723,0,0.0
4759723,0,0.0
4759723,0,0.07
4759723,0,0.02
4759723,0,0.03
4759723,0,0.1
4759723,0,0.02
4759723,0,0.0
4759723,0,0.0
4759723,0,0.15
4759723,0,0.01
4759723,0,0.01
4759723,0,0.0
4759723,0,0.01
4759723,0,0.01
4759723,0,0.0
4759723,0,0.01
4759723,0,0.01
4759723,0,0.0
4759723,0,0.0
4759723,0,0.05
4759723,0,0.01
4759723,0,0.2
4759723,0,0.0
4759723,0,0.02
4759723,0,0.02
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.04
4759723,0,0.0
4759723,0,0.0
4759723,0,0.05
4759723,0,0.03
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.02
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.03
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.08
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.0
4759723,0,0.0
4759723,0,0.01
4759723,0,0.02
4759723,0,0.0
4760530,0,0.06
4760530,0,0.03
4760530,0,0.04
4760530,0,0.0
4760530,0,0.04
4760530,0,0.02
4760530,0,0.13
4760530,0,0.13
4760530,0,0.01
4760530,0,0.06
4760530,0,0.04
4760530,0,0.04
4760530,0,0.02
4760530,0,0.0
4760530,0,0.05
4760530,0,0.01
4760530,0,0.04
4760530,0,0.15
4760530,0,0.05
4760530,0,0.04
4760530,0,0.03
4760530,0,0.0
4760530,0,0.0
4760530,0,0.1
4760530,0,0.03
4760530,0,0.02
4760530,0,0.04
4760530,0,0.05
4760530,0,0.0
4760530,0,0.0
4760530,0,0.03
4760530,0,0.02
4760530,0,0.03
4760530,0,0.03
4760530,0,0.01
4760530,0,0.05
4760530,0,0.03
4760530,0,0.04
4760530,0,0.0
4760530,0,0.09
4760530,0,0.04
4760530,0,0.05
4760530,0,0.04
4760530,0,0.04
4760530,0,0.11
4760530,0,0.09
4760530,0,0.08
4760530,0,0.04
4760530,0,0.01
4760530,0,0.01
4760530,0,0.03
4760530,0,0.02
4760530,0,0.0
4760530,0,0.04
4760530,0,0.03
4760530,0,0.04
4760530,0,0.02
4760530,0,0.17
4760530,0,0.0
4760530,0,0.1
4760530,0,0.02
4760530,0,0.17
4760530,0,0.02
4760530,0,0.0
4760530,0,0.02
4760530,0,0.09
4760530,0,0.05
4760530,0,0.04
4760530,0,0.06
4760530,0,0.04
4760530,0,0.03
4760530,0,0.1
4760530,0,0.07
4760530,0,0.0
4760530,0,0.03
4760530,0,0.04
4760530,0,0.05
4760530,0,0.01
4760530,0,0.04
4760530,0,0.03
4760530,0,0.03
4760530,0,0.04
4760530,0,0.18
4760530,0,0.04
4760530,0,0.05
