orderID,id,subject_address,subject_gla_clean,subject_bedrooms_clean,subject_bathrooms_clean,subject_room_count_clean,subject_lot_size_clean,subject_property_type_clean,subject_stories_clean,subject_effective_date_clean,candidate_address,candidate_gla_clean,candidate_bedrooms_clean,candidate_bathrooms_clean,candidate_room_count_clean,candidate_lot_size_clean,candidate_property_type_clean,candidate_stories_clean,candidate_close_date_clean,score,rank
4760651,294996,92 Armcrest Dr Lower Sackville NS B4C3Z9,1354.0,3.0,1.5,6.0,3250.0,Detached,2 Storey,2025-04-15,247 Beaver Bank Cross Road,988.0,3.0,2.0,9.0,6007.0,Detached,Split Level,2025-02-12,3.0896237,1.0
4760651,295342,92 Armcrest Dr Lower Sackville NS B4C3Z9,1354.0,3.0,1.5,6.0,3250.0,Detached,2 Storey,2025-04-15,57 Taleen Drive,1200.0,3.0,1.5,11.0,3400.0,Detached,2 Storey,2025-02-21,3.0896237,2.0
4760651,299297,92 Armcrest Dr Lower Sackville NS B4C3Z9,1354.0,3.0,1.5,6.0,3250.0,Detached,2 Storey,2025-04-15,72 Nordic Crescent,1050.0,4.0,2.0,8.0,6240.0,Detached,Split Level,2025-04-10,3.0896237,3.0
4760900,9880,1083 Cornerstone St NE Calgary AB T3N1G5,1573.4,3.0,2.5,7.0,4058.028,Detached,2 Storey,2025-04-10,8 Corner Meadows Gate NE ,1712.0,5.0,3.5,13.0,3552.0,Detached,2 Storey,2025-01-17,3.0896237,1.0
4760900,93272,1083 Cornerstone St NE Calgary AB T3N1G5,1573.4,3.0,2.5,7.0,4058.028,Detached,2 Storey,2025-04-10,61 Skyview Springs Crescent NE ,1480.0,3.0,2.5,9.0,3358.0,Detached,2 Storey,2025-01-18,3.0896237,2.0
4760900,68491,1083 Cornerstone St NE Calgary AB T3N1G5,1573.4,3.0,2.5,7.0,4058.028,Detached,2 Storey,2025-04-10,382 Corner Glen Way ,1961.0,3.0,3.0,,3519.0,Detached,2 Storey,2025-01-23,3.0896237,3.0
4742669,62579,"504 37 St NW, Calgary, AB T2N 3B8, Canada",839.592,2.0,2.0,4.0,4639.284,Detached,Bungalow,2025-03-24,4640 22 Avenue NW ,850.0,3.0,2.0,,5995.0,Detached,Bungalow,2024-12-25,3.0896237,1.0
4742669,33996,"504 37 St NW, Calgary, AB T2N 3B8, Canada",839.592,2.0,2.0,4.0,4639.284,Detached,Bungalow,2025-03-24,2536 4 Avenue NW ,839.0,3.0,2.0,5.0,5392.0,Detached,Bungalow,2024-12-26,3.0896237,2.0
4742669,33982,"504 37 St NW, Calgary, AB T2N 3B8, Canada",839.592,2.0,2.0,4.0,4639.284,Detached,Bungalow,2025-03-24,45 Westover Drive SW ,1066.0,5.0,2.0,10.0,6081.0,Detached,Bungalow,2025-01-04,3.0896237,3.0
4752865,9917,8915 20 Ave SW Edmonton AB T6X2C5,2974.0,4.0,2.5,8.0,6512.219999999999,Detached,2 Storey,2025-04-07,7724 SUMMERSIDE GRANDE Boulevard SW ,1998.0,4.0,3.5,8.0,4084.1,Detached,,2025-01-13,3.0896237,1.0
4752865,10447,8915 20 Ave SW Edmonton AB T6X2C5,2974.0,4.0,2.5,8.0,6512.219999999999,Detached,2 Storey,2025-04-07,8731 MAYDAY Lane SW ,2348.0,4.0,3.0,7.0,3603.1,Detached,,2025-01-15,3.0896237,2.0
4752865,12874,8915 20 Ave SW Edmonton AB T6X2C5,2974.0,4.0,2.5,8.0,6512.219999999999,Detached,2 Storey,2025-04-07,527 89 Street SW ,1308.0,5.0,3.0,7.0,4399.0,Detached,,2025-01-15,3.0896237,3.0
4755196,2681,531 Des Genévriers Rue Orléans ON K4A0Z2,2956.0,4.0,3.5,8.0,3601.0,Detached,2 Storey,2025-04-14,673 AQUAVIEW Dr,2500.0,4.0,4.0,8.0,5285.04,Detached,2 Storey,2025-01-24,3.0896237,1.0
4755196,3247,531 Des Genévriers Rue Orléans ON K4A0Z2,2956.0,4.0,3.5,8.0,3601.0,Detached,2 Storey,2025-04-14,285 Chinian St,1767.0,2.0,3.0,5.0,6552.0,Detached,Bungalow,2025-02-01,3.0896237,2.0
4755196,77626,531 Des Genévriers Rue Orléans ON K4A0Z2,2956.0,4.0,3.5,8.0,3601.0,Detached,2 Storey,2025-04-14,476 Rougemount Cres ,1758.0,3.0,3.0,8.0,4410.0,Detached,2 Storey,2025-02-06,3.0896237,3.0
4756192,12969,2306-530 3 St SE Calgary AB T2G 2L8,1109.0,2.0,2.0,5.0,,High Rise Apartment,1 Storey,2025-04-07,Unit 701 - 235 15 Avenue SW ,1124.0,2.0,1.5,10.0,,Condominium,,2025-01-13,-3.0926101,1.0
4756192,42663,2306-530 3 St SE Calgary AB T2G 2L8,1109.0,2.0,2.0,5.0,,High Rise Apartment,1 Storey,2025-04-07,Unit 503 - 114 15 Avenue SW ,1044.0,2.0,2.0,8.0,,Condominium,,2025-01-16,-3.0926101,2.0
4756192,12789,2306-530 3 St SE Calgary AB T2G 2L8,1109.0,2.0,2.0,5.0,,High Rise Apartment,1 Storey,2025-04-07,Unit 2 - 433 13 Avenue NE ,1262.0,3.0,2.5,6.0,,Townhouse,2 Storey,2025-01-17,-3.0926101,3.0
4756320,49309,405 Allard Blvd SW Edmonton AB T6W3T3,1580.0,3.0,2.5,5.0,3552.12,Detached,2 Storey,2025-04-04,3915 AGAR Court SW ,1960.0,3.0,2.5,8.0,4911.8,Detached,,2025-01-08,3.0896237,1.0
4756320,9985,405 Allard Blvd SW Edmonton AB T6W3T3,1580.0,3.0,2.5,5.0,3552.12,Detached,2 Storey,2025-04-04,4658 ALWOOD Way SW ,1830.0,3.0,2.5,9.0,3960.5,Detached,,2025-01-14,3.0896237,2.0
4756320,9603,405 Allard Blvd SW Edmonton AB T6W3T3,1580.0,3.0,2.5,5.0,3552.12,Detached,2 Storey,2025-04-04,5874 ANTHONY Crescent SW ,1751.0,3.0,2.5,7.0,3361.9,Detached,,2025-01-23,3.0896237,3.0
4756829,181,340 Axis Way Ottawa ON K1W 0J9,1587.0,3.0,3.5,6.0,1868.0,Townhouse,2 Storey,2025-04-08,81 Canvasback Rdge,1500.0,3.0,3.0,3.0,2020.0,Townhouse,2 Storey,2025-01-18,3.0896237,1.0
4756829,193,340 Axis Way Ottawa ON K1W 0J9,1587.0,3.0,3.5,6.0,1868.0,Townhouse,2 Storey,2025-04-08,609 KNOTRIDGE St,2207.0,3.0,4.0,16.0,1860.0,Townhouse,3 Storey,2025-01-20,3.0896237,2.0
4756829,78191,340 Axis Way Ottawa ON K1W 0J9,1587.0,3.0,3.5,6.0,1868.0,Townhouse,2 Storey,2025-04-08,229 Willow Aster Circ ,1750.0,3.0,4.0,11.0,1722.0,Townhouse,2 Storey,2025-01-29,3.0896237,3.0
4757939,64340,824 9A ST NE Calgary AB T2E4L6,968.76,2.0,2.0,5.0,6738.263999999999,Detached,Bungalow,2025-04-07,2111 Vista Crescent NE ,1094.0,5.0,2.0,7.0,6210.0,Detached,Bungalow,2025-01-07,3.0896237,1.0
4757939,62564,824 9A ST NE Calgary AB T2E4L6,968.76,2.0,2.0,5.0,6738.263999999999,Detached,Bungalow,2025-04-07,223 12 Avenue NE ,711.0,2.0,1.0,4.0,4499.0,Detached,Bungalow,2025-01-09,3.0896237,2.0
4757939,62561,824 9A ST NE Calgary AB T2E4L6,968.76,2.0,2.0,5.0,6738.263999999999,Detached,Bungalow,2025-04-07,629 20 Avenue NE ,806.0,2.0,1.0,8.0,4682.0,Detached,Bungalow,2025-01-13,3.0896237,3.0
4757966,11113,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,1039.0,2.0,2.0,5.0,,Low Rise Apartment,1 Storey,2025-04-07,23A Ranchero Bay NW ,1163.0,3.0,1.0,6.0,2863.0,Semi Detached,2 Storey,2025-01-10,-3.0926101,1.0
4757966,62555,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,1039.0,2.0,2.0,5.0,,Low Rise Apartment,1 Storey,2025-04-07,Unit NA - 3204 Tuscarora Manor NW ,944.0,2.0,2.0,7.0,,Condominium,,2025-01-16,-3.0926101,2.0
4757966,64188,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,1039.0,2.0,2.0,5.0,,Low Rise Apartment,1 Storey,2025-04-07,Unit 2212 - 928 Arbour Lake Road NW ,1065.0,2.0,2.0,6.0,,Condominium,,2025-01-18,-3.0926101,3.0
4758025,10454,2 Rockcliff Hts NW Calgary AB T3G0C7,2809.404,4.0,3.5,9.0,8191.404,Detached,2 Storey,2025-04-16,61 Rockford Road NW ,2584.0,4.0,3.5,17.0,5511.0,Detached,2 Storey,2025-01-16,3.0896237,1.0
4758025,10336,2 Rockcliff Hts NW Calgary AB T3G0C7,2809.404,4.0,3.5,9.0,8191.404,Detached,2 Storey,2025-04-16,5 Rockyvale Green NW ,2464.0,3.0,3.5,10.0,8546.0,Detached,Bungalow,2025-01-24,3.0896237,2.0
4758025,12393,2 Rockcliff Hts NW Calgary AB T3G0C7,2809.404,4.0,3.5,9.0,8191.404,Detached,2 Storey,2025-04-16,120 Rocky Ridge Landing NW ,1384.0,4.0,3.0,11.0,5425.0,Detached,Bungalow,2025-01-29,3.0896237,3.0
4758316,5963,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",789.0,2.0,2.0,5.0,,Condominium,1 Storey,2025-04-07,Unit 1204 - 11 Mahogany Row SE ,843.0,2.0,2.0,7.0,,Condominium,,2025-01-10,-2.328637,1.0
4758316,5924,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",789.0,2.0,2.0,5.0,,Condominium,1 Storey,2025-04-07,Unit 313 - 11 Mahogany Circle SE ,650.0,1.0,1.0,6.0,,Condominium,,2025-01-11,-2.328637,2.0
4758316,5951,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",789.0,2.0,2.0,5.0,,Condominium,1 Storey,2025-04-07,Unit 1210 - 11 Mahogany Row SE ,934.0,2.0,2.0,5.0,,Condominium,,2025-01-11,-2.328637,3.0
4758324,292875,3 Bayview Lane Queensland NS B0J1T0,1094.0,3.0,2.0,6.0,12600.0,Detached,1 Storey,2025-04-09,331 Conrads Road,1528.0,2.0,1.5,8.0,15900.0,Detached,1.5 Storey,2024-11-15,3.0256362,1.0
4758324,263717,3 Bayview Lane Queensland NS B0J1T0,1094.0,3.0,2.0,6.0,12600.0,Detached,1 Storey,2025-04-09,"315 Kennedy's Road, Boutiliers Point",814.0,3.0,1.0,5.0,16084.0,Detached,,2025-01-24,3.0256362,2.0
4758324,291797,3 Bayview Lane Queensland NS B0J1T0,1094.0,3.0,2.0,6.0,12600.0,Detached,1 Storey,2025-04-09,315 Kennedy's Road,814.0,3.0,1.0,5.0,16084.0,Detached,Bungalow,2025-01-24,3.0256362,3.0
4758529,273951,915 140 SIMCOE ST Toronto ON M5H4E9,1176.0,2.0,2.0,6.0,,High Rise Apartment,1 Storey,2025-04-08,Unit A-41 - 15 Fort York Boulevard ,,0.0,0.0,9.0,,,,2025-04-13,-2.4561014,1.0
4758529,202831,915 140 SIMCOE ST Toronto ON M5H4E9,1176.0,2.0,2.0,6.0,,High Rise Apartment,1 Storey,2025-04-08,Unit 2207 - 77 Harbour Square ,1100.0,2.0,0.0,8.0,,Condominium,,2025-01-09,-3.0926101,2.0
4758529,203057,915 140 SIMCOE ST Toronto ON M5H4E9,1176.0,2.0,2.0,6.0,,High Rise Apartment,1 Storey,2025-04-08,Unit 1808 - 20 Blue Jays Way ,1100.0,2.0,0.0,6.0,,Condominium,,2025-01-13,-3.0926101,3.0
4758615,77308,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",1334.0,1.0,3.0,5.0,3253.0,Townhouse,Bungalow,2025-04-08,108 Blackdome Cres ,1689.0,3.0,4.0,10.0,2592.0,Townhouse,2 Storey,2025-02-14,3.0896237,1.0
4758615,77186,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",1334.0,1.0,3.0,5.0,3253.0,Townhouse,Bungalow,2025-04-08,59 Robarts Cres ,1484.0,3.0,3.0,7.0,2071.0,Townhouse,2 Storey,2025-02-18,3.0896237,2.0
4758615,76962,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",1334.0,1.0,3.0,5.0,3253.0,Townhouse,Bungalow,2025-04-08,13 Cohen Ave ,1561.0,3.0,3.0,8.0,1900.0,Townhouse,2 Storey,2025-02-21,3.0896237,3.0
4758672,294252,23 Macfarlane St Lake Echo NS B3E1M5,2010.0,3.0,2.5,9.0,33661.0,Detached,2 Storey,2025-04-09,34 Sandra Drive,1232.0,4.0,2.0,12.0,33399.0,Detached,Split Level,2024-11-07,3.0896237,1.0
4758672,295474,23 Macfarlane St Lake Echo NS B3E1M5,2010.0,3.0,2.5,9.0,33661.0,Detached,2 Storey,2025-04-09,54 Lillian Drive,1200.0,3.0,3.0,10.0,35996.0,Detached,Split Level,2024-11-08,3.0896237,2.0
4758672,294769,23 Macfarlane St Lake Echo NS B3E1M5,2010.0,3.0,2.5,9.0,33661.0,Detached,2 Storey,2025-04-09,112 Stoney Creek Drive,1800.0,4.0,3.0,12.0,32149.0,Detached,Bungalow,2024-11-22,3.0896237,3.0
4759024,10385,5 Lewiston Rd NE Calgary AB T3P 2J3,2647.944,5.0,4.0,9.0,4929.911999999999,Detached,2 Storey,2025-04-07,137 Coville Close NE ,2270.0,4.0,4.0,,4370.0,Detached,2 Storey,2025-01-20,3.0896237,1.0
4759024,10337,5 Lewiston Rd NE Calgary AB T3P 2J3,2647.944,5.0,4.0,9.0,4929.911999999999,Detached,2 Storey,2025-04-07,120 Howse Crescent NE ,2291.0,4.0,3.5,15.0,3369.0,Detached,2 Storey,2025-01-24,3.0896237,2.0
4759024,12547,5 Lewiston Rd NE Calgary AB T3P 2J3,2647.944,5.0,4.0,9.0,4929.911999999999,Detached,2 Storey,2025-04-07,283 Coville Close NE ,1443.0,5.0,3.0,11.0,3724.0,Detached,2 Storey,2025-01-24,3.0896237,3.0
4759088,293449,70 Cliffview Lane Head of Jeddore NS B0J1P0,1400.0,3.0,2.0,6.0,37374.0,Detached,Bungalow Raised,2025-04-11,9559 Highway 7,1130.0,2.0,2.0,5.0,35810.0,Detached,1.5 Storey,2025-04-04,3.0896237,1.0
4759088,292152,70 Cliffview Lane Head of Jeddore NS B0J1P0,1400.0,3.0,2.0,6.0,37374.0,Detached,Bungalow Raised,2025-04-11,8179 7 Highway,1078.0,2.0,1.0,7.0,32400.0,Detached,1.5 Storey,2024-12-27,-2.0039546,2.0
4759088,264316,70 Cliffview Lane Head of Jeddore NS B0J1P0,1400.0,3.0,2.0,6.0,37374.0,Detached,Bungalow Raised,2025-04-11,"Lot 12 Northwest Cove, Lake Charlotte",560.0,1.0,1.0,7.0,32024.0,Detached,,2024-11-12,-2.1425073,3.0
4759260,292875,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,864.0,3.0,1.0,5.0,15936.0,Detached,1 Storey,2025-04-09,331 Conrads Road,1528.0,2.0,1.5,8.0,15900.0,Detached,1.5 Storey,2024-11-15,3.0896237,1.0
4759260,297413,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,864.0,3.0,1.0,5.0,15936.0,Detached,1 Storey,2025-04-09,6 Shoreline Bluff Lane,1701.0,4.0,2.0,11.0,35334.0,Detached,2 Storey,2024-10-19,-2.3667285,2.0
4759260,293032,60 MILL LAKE RD Number 2 Simms Settlement NS B0J1T0,864.0,3.0,1.0,5.0,15936.0,Detached,1 Storey,2025-04-09,40 Foxwood Drive,1620.0,4.0,1.5,8.0,6421.0,Detached,2 Storey,2024-11-15,-2.3667285,3.0
4759498,4142,40 Tierney Dr Nepean ON K2J 4T3,1774.0,3.0,3.5,7.0,3137.0,Detached,2 Storey,2025-04-08,625 New Liskeard Cres,3000.0,4.0,4.0,16.0,5895.0,Detached,2 Storey,2025-02-03,3.0896237,1.0
4759498,77338,40 Tierney Dr Nepean ON K2J 4T3,1774.0,3.0,3.5,7.0,3137.0,Detached,2 Storey,2025-04-08,5 WHITECHAPEL Cres ,2250.0,4.0,4.0,15.0,3430.0,Detached,2 Storey,2025-02-13,3.0896237,2.0
4759498,77101,40 Tierney Dr Nepean ON K2J 4T3,1774.0,3.0,3.5,7.0,3137.0,Detached,2 Storey,2025-04-08,94 Upney Dr ,2176.0,4.0,3.0,9.0,3465.0,Detached,2 Storey,2025-02-20,3.0896237,3.0
4759512,295280,23 WALTON DR Halifax NS B3N1X6,1795.0,3.0,1.5,7.0,6300.0,Detached,1.5 Storey,2025-04-09,41 Coronation Avenue,1122.0,3.0,1.0,9.0,5000.0,Detached,2 Storey,2025-01-13,3.0896237,1.0
4759512,295567,23 WALTON DR Halifax NS B3N1X6,1795.0,3.0,1.5,7.0,6300.0,Detached,1.5 Storey,2025-04-09,15 Winchester Avenue,1056.0,3.0,1.5,8.0,5145.0,Detached,2 Storey,2025-01-13,3.0896237,2.0
4759512,296482,23 WALTON DR Halifax NS B3N1X6,1795.0,3.0,1.5,7.0,6300.0,Detached,1.5 Storey,2025-04-09,6715 Edward Arab Avenue,1222.0,3.0,2.5,9.0,5000.0,Detached,1.5 Storey,2025-01-15,3.0896237,3.0
4759561,293501,47 Pleasant St Dartmouth NS B2Y3P4,3137.0,5.0,4.0,15.0,14375.0,Duplex,2 Storey,2025-04-08,97 Pine Street,1768.0,3.0,1.5,9.0,16698.0,Detached,2 Storey,2025-01-13,2.325651,1.0
4759561,298870,47 Pleasant St Dartmouth NS B2Y3P4,3137.0,5.0,4.0,15.0,14375.0,Duplex,2 Storey,2025-04-08,165 Pleasant Street,1201.0,1.0,2.0,8.0,12916.0,Detached,Bungalow,2025-04-22,2.325651,2.0
4759561,299481,47 Pleasant St Dartmouth NS B2Y3P4,3137.0,5.0,4.0,15.0,14375.0,Duplex,2 Storey,2025-04-08,29 Celtic Drive,2688.0,4.0,2.0,8.0,12686.0,Detached,Bungalow,2025-04-22,2.325651,3.0
4759562,292130,10 Heritage Hills Dr Eastern Passage NS B3G1N5,1132.0,3.0,1.5,6.0,3500.0,Semi Detached,2 Storey,2025-04-08,1702 Caldwell Road,630.0,3.0,1.5,7.0,4641.0,Semi Detached,1 Storey,2025-01-13,3.0896237,1.0
4759562,293026,10 Heritage Hills Dr Eastern Passage NS B3G1N5,1132.0,3.0,1.5,6.0,3500.0,Semi Detached,2 Storey,2025-04-08,46 Chater Street,704.0,4.0,1.5,8.0,3049.0,Semi Detached,2 Storey,2025-01-24,3.0896237,2.0
4759562,293247,10 Heritage Hills Dr Eastern Passage NS B3G1N5,1132.0,3.0,1.5,6.0,3500.0,Semi Detached,2 Storey,2025-04-08,140 Heritage Hills Drive,589.0,3.0,1.5,4.0,3249.0,Semi Detached,Split Level,2025-01-24,3.0896237,3.0
4759604,295884,283 OSBORNE ST Halifax NS B3N3H1,1788.0,3.0,1.5,8.0,14232.0,Detached,2 Storey,2025-04-10,20 Colindale Street,1986.0,4.0,1.5,10.0,11250.0,Detached,Split Level,2025-03-25,3.0896237,1.0
4759604,299537,283 OSBORNE ST Halifax NS B3N3H1,1788.0,3.0,1.5,8.0,14232.0,Detached,2 Storey,2025-04-10,12 Rosemount Avenue,2175.0,4.0,2.0,9.0,10990.0,Detached,2.5 Storey,2025-04-17,3.0256362,2.0
4759604,299560,283 OSBORNE ST Halifax NS B3N3H1,1788.0,3.0,1.5,8.0,14232.0,Detached,2 Storey,2025-04-10,3 Ferguson Lane,1542.0,4.0,2.0,15.0,10300.0,Detached,2 Storey,2025-04-30,3.0256362,3.0
4759846,295367,54 Kingston Cres Dartmouth NS B3A2M2,1637.0,3.0,1.5,7.0,6000.0,Detached,Split Level,2025-04-14,20 Thistle Street,1333.0,2.0,2.0,2.0,8467.0,Detached,1 Storey,2025-01-21,3.0896237,1.0
4759846,297322,54 Kingston Cres Dartmouth NS B3A2M2,1637.0,3.0,1.5,7.0,6000.0,Detached,Split Level,2025-04-14,47 Tulip Street,1432.0,3.0,2.0,6.0,4200.0,Detached,2 Storey,2025-01-28,3.0896237,2.0
4759846,291630,54 Kingston Cres Dartmouth NS B3A2M2,1637.0,3.0,1.5,7.0,6000.0,Detached,Split Level,2025-04-14,30 Oak Street,894.0,3.0,1.0,6.0,4243.0,Detached,1.5 Storey,2025-02-05,3.0896237,3.0
4764028,65,2 Forsey St Ottawa ON K1N7X7,1822.0,3.0,2.5,9.0,911.0,Townhouse,3+ Storey,2025-04-16,198 COBOURG St,2817.0,5.0,3.0,15.0,1980.0,Townhouse,3 Storey,2025-01-25,3.0896237,1.0
4764028,134042,2 Forsey St Ottawa ON K1N7X7,1822.0,3.0,2.5,9.0,911.0,Townhouse,3+ Storey,2025-04-16,198 COBOURG Street ,2644.0,5.0,0.0,15.0,1980.0,Townhouse,3 Storey,2025-01-25,3.0002503,2.0
4764028,195681,2 Forsey St Ottawa ON K1N7X7,1822.0,3.0,2.5,9.0,911.0,Townhouse,3+ Storey,2025-04-16,5 Gilmour Street ,1965.0,3.0,0.0,8.0,1219.0,Townhouse,3 Storey,2025-02-25,3.0002503,3.0
4766326,3259,1004 Connery Ave Ottawa ON K1G2P1,1109.0,3.0,1.0,6.0,8398.0,Detached,Bungalow,2025-04-23,1796 Saunderson Dr,1191.0,2.0,2.0,5.0,6600.0,Detached,Bungalow,2025-01-31,3.0896237,1.0
4766326,121877,1004 Connery Ave Ottawa ON K1G2P1,1109.0,3.0,1.0,6.0,8398.0,Detached,Bungalow,2025-04-23,1796 Saunderson Drive ,1274.0,2.0,0.0,5.0,6600.0,Detached,Bungalow,2025-01-31,3.0896237,2.0
4766326,77405,1004 Connery Ave Ottawa ON K1G2P1,1109.0,3.0,1.0,6.0,8398.0,Detached,Bungalow,2025-04-23,2441 HEATON Ave ,1175.0,3.0,2.0,6.0,5500.0,Detached,Bungalow,2025-02-14,3.0896237,3.0
4766430,298075,96 Forestside Cres Halifax NS B3M1M4,1386.0,3.0,1.5,6.0,,Condominium,2 Storey,2025-04-23,26 Chadwick Place,1280.0,3.0,1.5,8.0,,Condominium,1 Storey,2025-02-05,-2.328637,1.0
4766430,298238,96 Forestside Cres Halifax NS B3M1M4,1386.0,3.0,1.5,6.0,,Condominium,2 Storey,2025-04-23,75 Forestside Crescent,1386.0,4.0,2.5,10.0,,Condominium,2 Storey,2025-03-06,-2.328637,2.0
4766430,298773,96 Forestside Cres Halifax NS B3M1M4,1386.0,3.0,1.5,6.0,,Condominium,2 Storey,2025-04-23,Unit 1306 3471 Dutch Village Road,1340.0,2.0,2.0,2.0,,Condominium,,2025-03-17,-2.328637,3.0
4767066,4813,1606-730 2 Ave SW Calgary AB T2P 1R8,522.0,1.0,1.0,4.0,,High Rise Apartment,1 Storey,2025-04-21,Unit 906 - 510 6 Avenue SE ,671.0,1.0,1.0,4.0,,Condominium,,2025-01-24,-3.0926101,1.0
4767066,4836,1606-730 2 Ave SW Calgary AB T2P 1R8,522.0,1.0,1.0,4.0,,High Rise Apartment,1 Storey,2025-04-21,Unit 1004 - 1111 6 Avenue SW ,617.0,1.0,1.0,6.0,,Condominium,,2025-01-24,-3.0926101,2.0
4767066,4894,1606-730 2 Ave SW Calgary AB T2P 1R8,522.0,1.0,1.0,4.0,,High Rise Apartment,1 Storey,2025-04-21,Unit 1807 - 210 15 Avenue SE ,648.0,1.0,1.0,5.0,,Condominium,,2025-01-24,-3.0926101,3.0
4768014,59,45 Clonfadda Terr Nepean ON K2J 6E9,1607.0,3.0,3.5,6.0,3253.0,Detached,2 Storey,2025-04-21,10 FOSSA Terr,2227.0,4.0,3.0,11.0,2730.0,Detached,2 Storey,2025-01-24,3.0896237,1.0
4768014,2669,45 Clonfadda Terr Nepean ON K2J 6E9,1607.0,3.0,3.5,6.0,3253.0,Detached,2 Storey,2025-04-21,2651 Baynes Sound Way,1646.0,3.0,3.0,7.0,2460.0,Detached,2 Storey,2025-01-30,3.0896237,2.0
4768014,77678,45 Clonfadda Terr Nepean ON K2J 6E9,1607.0,3.0,3.5,6.0,3253.0,Detached,2 Storey,2025-04-21,406 BLACKLEAF Dr ,1651.0,3.0,3.0,6.0,4264.0,Detached,Bungalow,2025-02-05,3.0896237,3.0
4768037,260702,31 YOUNG ST Welland ON L3B4C5,2755.0,7.0,2.0,12.0,6452.0,Duplex,2 Storey,2025-04-21,26 Cozy Street W ,2750.0,5.0,0.0,5.0,3502.0,,1.5 Storey,2025-04-03,3.0002503,1.0
4768037,108081,31 YOUNG ST Welland ON L3B4C5,2755.0,7.0,2.0,12.0,6452.0,Duplex,2 Storey,2025-04-21,290 Mcalpine Avenue S ,787.0,2.0,1.0,10.0,4500.0,Detached,Bungalow,2025-01-24,2.325651,2.0
4768037,195782,31 YOUNG ST Welland ON L3B4C5,2755.0,7.0,2.0,12.0,6452.0,Duplex,2 Storey,2025-04-21,153 Michelle Crt ,1750.0,2.0,0.0,12.0,5724.0,Detached,Bungalow,2025-01-25,2.325651,3.0
4763606,273104,60 Keystone Trail Welland ON L3B0N8,1634.0,4.0,2.5,8.0,,Townhouse,2 Storey,2025-04-17,23 Denistoun Street ,1500.0,4.0,3.5,11.0,,Townhouse,3 Storey,2025-04-14,-2.328637,1.0
4763606,123523,60 Keystone Trail Welland ON L3B0N8,1634.0,4.0,2.5,8.0,,Townhouse,2 Storey,2025-04-17,Unit 95 - 185 Denistoun Street ,1200.0,3.0,1.5,9.0,,Townhouse,2 Storey,2025-02-14,-2.3667285,2.0
4763606,140295,60 Keystone Trail Welland ON L3B0N8,1634.0,4.0,2.5,8.0,,Townhouse,2 Storey,2025-04-17,396 Alberta Street ,1450.0,3.0,2.0,8.0,2750.0,Townhouse,2 Storey,2025-03-07,-2.3667285,3.0
4763898,292876,70 Joffre St Dartmouth NS B2Y3C9,1170.0,2.0,1.5,6.0,7541.0,Detached,1.5 Storey,2025-04-23,27 Cranston Avenue,1215.0,3.0,1.0,6.0,10030.0,Detached,Bungalow,2025-01-31,3.0896237,1.0
4763898,293865,70 Joffre St Dartmouth NS B2Y3C9,1170.0,2.0,1.5,6.0,7541.0,Detached,1.5 Storey,2025-04-23,48 Oathill Crescent,2191.0,4.0,2.5,12.0,7113.0,Detached,Split Level,2025-02-12,3.0896237,2.0
4763898,296926,70 Joffre St Dartmouth NS B2Y3C9,1170.0,2.0,1.5,6.0,7541.0,Detached,1.5 Storey,2025-04-23,16 Walters Street,1050.0,4.0,2.0,10.0,8017.0,Detached,Bungalow,2025-02-13,3.0896237,3.0
4765154,2715,844 Cataraqui Woods Dr Kingston ON K7P2P7,1840.0,4.0,2.5,7.0,7007.0,Detached,Split Level,2025-04-22,657 Gwen Ave,2000.0,4.0,3.5,11.0,4038.0,Detached,2 Storey,2025-01-23,3.0896237,1.0
4765154,52,844 Cataraqui Woods Dr Kingston ON K7P2P7,1840.0,4.0,2.5,7.0,7007.0,Detached,Split Level,2025-04-22,1028 Bauder Cres,900.0,2.0,2.0,10.0,8250.0,Detached,Bungalow Raised,2025-01-25,3.0896237,2.0
4765154,3312,844 Cataraqui Woods Dr Kingston ON K7P2P7,1840.0,4.0,2.5,7.0,7007.0,Detached,Split Level,2025-04-22,1126 Dunham St,2700.0,3.0,3.0,14.0,7050.0,Detached,Split Level,2025-01-31,3.0896237,3.0
4765502,122289,6997 Creek Line Pain Court ON N0P1Z0,1845.0,4.0,1.5,8.0,10570.0,Detached,1.5 Storey,2025-04-22,133 Arrowhead Lane ,1379.0,3.0,2.0,8.0,5076.0,Detached,Bungalow,2024-12-14,-2.1425073,1.0
4765502,132794,6997 Creek Line Pain Court ON N0P1Z0,1845.0,4.0,1.5,8.0,10570.0,Detached,1.5 Storey,2025-04-22,20 Mallard Pl ,900.0,3.0,0.0,5.0,,Detached,Split Level,2024-11-28,-2.4561014,2.0
