orderID,subj_gla,gla_clean_x,gla_diff,subj_lot_size,lot_size_clean_x,lot_size_diff,subj_bedrooms,bedrooms_clean_x,bedroom_diff,subj_bathrooms,bathrooms_clean_x,bathroom_diff,subj_room_count,room_count_clean_x,room_count_diff,subj_property_type,property_type_clean_x,same_property_type,subj_stories,stories_clean_x,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180,label,close_date_clean_subject,score,id,address_subject,subject_city_province_zip,effective_date,lot_size_sf_subject,year_built_subject,structure_type_subject,style_subject,gla_subject,room_count_subject,num_beds,num_baths,room_total,main_lvl_area,property_type_clean_y,stories_clean_y,lot_size_clean_y,gla_clean_y,room_count_clean_y,bedrooms_clean_y,bathrooms_clean_y,effective_date_clean,address_candidate,city,province,postal_code,gla_candidate,room_count_candidate,bedrooms,bathrooms_clean,year_built_candidate,structure_type_candidate,style_candidate,property_type_clean,stories_clean,lot_size_sf_candidate,close_date_clean_candidate,gla_clean,room_count_clean,bedrooms_clean,lot_size_clean
4755196,2956.0,3071.0,115.0,3601.0,4230.0,629.0,4.0,4.0,0.0,3.5,3.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-08,1,1,1,,2.501871,,531 Des Genévriers Rue Orléans ON K4A0Z2,Orléans ON K4A0Z2,Apr/14/2025,3601 SqFt,2016,Detached,2 Storey,2956 SqFt,8.0,4,3:1,8.0,,Detached,2 Storey,3601.0,2956.0,8.0,4.0,3.5,2025-04-14,,,,,,,,,,,,,,,,,,,
4755196,2956.0,3351.0,395.0,3601.0,4085.0,484.0,4.0,4.0,0.0,3.5,3.5,0.0,8.0,10.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1,1,,0.96720207,,531 Des Genévriers Rue Orléans ON K4A0Z2,Orléans ON K4A0Z2,Apr/14/2025,3601 SqFt,2016,Detached,2 Storey,2956 SqFt,8.0,4,3:1,8.0,,Detached,2 Storey,3601.0,2956.0,8.0,4.0,3.5,2025-04-14,,,,,,,,,,,,,,,,,,,
4755196,2956.0,2500.0,456.0,3601.0,5285.04,1684.04,4.0,4.0,0.0,3.5,4.0,0.5,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,,1,1,0,2025-01-24,-0.16377509,2681.0,531 Des Genévriers Rue Orléans ON K4A0Z2,Orléans ON K4A0Z2,Apr/14/2025,3601 SqFt,2016,Detached,2 Storey,2956 SqFt,8.0,4,3:1,8.0,,Detached,2 Storey,3601.0,2956.0,8.0,4.0,3.5,2025-04-14,673 AQUAVIEW Dr,Cumberland,Ontario,K4A 4W4,2500.0,8.0,4.0,4.0,,Detached,2-Storey,Detached,2 Storey,5285.04,2025-01-24,2500.0,8.0,4.0,5285.04
4757939,968.76,947.232,21.52800000000002,6738.263999999999,5995.548,742.7159999999994,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-01-06,0,1,1,,3.7218335,,824 9A ST NE Calgary AB T2E4L6,Calgary AB T2E4L6,Apr/07/2025,626 SqM,1951,Detached,Bungalow,90 SqM,5.0,2,2F,5.0,90,Detached,Bungalow,6738.263999999999,968.76,5.0,2.0,2.0,2025-04-07,,,,,,,,,,,,,,,,,,,
4757939,968.76,624.312,344.448,6738.263999999999,5995.548,742.7159999999994,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-01-03,0,1,1,,2.8870854,,824 9A ST NE Calgary AB T2E4L6,Calgary AB T2E4L6,Apr/07/2025,626 SqM,1951,Detached,Bungalow,90 SqM,5.0,2,2F,5.0,90,Detached,Bungalow,6738.263999999999,968.76,5.0,2.0,2.0,2025-04-07,,,,,,,,,,,,,,,,,,,
4757939,968.76,1065.636,96.87599999999998,6738.263999999999,5995.548,742.7159999999994,2.0,3.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,Detached,Detached,1.0,Bungalow,Bi-Level,0.0,2025-02-26,1,1,1,,1.2303771,,824 9A ST NE Calgary AB T2E4L6,Calgary AB T2E4L6,Apr/07/2025,626 SqM,1951,Detached,Bungalow,90 SqM,5.0,2,2F,5.0,90,Detached,Bungalow,6738.263999999999,968.76,5.0,2.0,2.0,2025-04-07,,,,,,,,,,,,,,,,,,,
4758672,2010.0,2402.0,392.0,33661.0,24343.0,9318.0,3.0,4.0,1.0,2.5,2.0,0.5,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-09-23,0,0,1,,1.4743448,,23 Macfarlane St Lake Echo NS B3E1M5,Lake Echo NS B3E1M5,Apr/09/2025,33661 SqFt,2004,Detached,2 Storey,2010 SqFt,9.0,3,2:1,9.0,1005,Detached,2 Storey,33661.0,2010.0,9.0,3.0,2.5,2025-04-09,,,,,,,,,,,,,,,,,,,
4758672,2010.0,1700.0,310.0,33661.0,17325.0,16336.0,3.0,3.0,0.0,2.5,1.5,1.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,3 Storey,0.0,,0,1,0,2024-11-25,0.6113927,295119.0,23 Macfarlane St Lake Echo NS B3E1M5,Lake Echo NS B3E1M5,Apr/09/2025,33661 SqFt,2004,Detached,2 Storey,2010 SqFt,9.0,3,2:1,9.0,1005,Detached,2 Storey,33661.0,2010.0,9.0,3.0,2.5,2025-04-09,81 Joyce Court,Nova Scotia,Nova Scotia,B3E 1A8,1700.0,8.0,3.0,1.5,1978.0,Single Family,3 Level,Detached,3 Storey,17325.0,2024-11-25,1700.0,8.0,3.0,17325.0
4758672,2010.0,1100.0,910.0,33661.0,21446.0,12215.0,3.0,3.0,0.0,2.5,2.0,0.5,9.0,6.0,3.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-13,0,1,1,,0.30629337,,23 Macfarlane St Lake Echo NS B3E1M5,Lake Echo NS B3E1M5,Apr/09/2025,33661 SqFt,2004,Detached,2 Storey,2010 SqFt,9.0,3,2:1,9.0,1005,Detached,2 Storey,33661.0,2010.0,9.0,3.0,2.5,2025-04-09,,,,,,,,,,,,,,,,,,,
4758996,1144.0,1085.91,58.08999999999992,5823.324,5575.7519999999995,247.57200000000012,3.0,3.0,0.0,1.5,2.0,0.5,6.0,6.0,0.0,Detached,Detached,1.0,Split Level,Split Level,1.0,2025-02-25,1,1,1,,2.6578627,,160 Marquis Pl SE Airdrie AB T4A1Y7,Airdrie AB T4A1Y7,Apr/09/2025,541 SqM,1979,Detached,4 Level Split,1144 SqFt,6.0,3,1F 1H,6.0,,Detached,Split Level,5823.324,1144.0,6.0,3.0,1.5,2025-04-09,,,,,,,,,,,,,,,,,,,
4758996,1144.0,1071.86,72.1400000000001,5823.324,4908.384,914.9399999999996,3.0,3.0,0.0,1.5,2.0,0.5,6.0,5.0,1.0,Detached,Detached,1.0,Split Level,Bi-Level,0.0,2025-03-28,1,1,1,,1.7179316,,160 Marquis Pl SE Airdrie AB T4A1Y7,Airdrie AB T4A1Y7,Apr/09/2025,541 SqM,1979,Detached,4 Level Split,1144 SqFt,6.0,3,1F 1H,6.0,,Detached,Split Level,5823.324,1144.0,6.0,3.0,1.5,2025-04-09,,,,,,,,,,,,,,,,,,,
4758996,1144.0,1002.0,142.0,5823.324,4004.0,1819.3239999999996,3.0,2.0,1.0,1.5,1.0,0.5,6.0,5.0,1.0,Detached,Detached,1.0,Split Level,,0.0,,1,1,0,2025-02-02,0.4007245,4529.0,160 Marquis Pl SE Airdrie AB T4A1Y7,Airdrie AB T4A1Y7,Apr/09/2025,541 SqM,1979,Detached,4 Level Split,1144 SqFt,6.0,3,1F 1H,6.0,,Detached,Split Level,5823.324,1144.0,6.0,3.0,1.5,2025-04-09,9 Big Hill Way ,Airdrie ,Alberta,T4A 1M7,1002.0,5.0,2.0,1.0,1978.0,Detached,Mobile Home ,Detached,,4004.0,2025-02-02,1002.0,5.0,2.0,4004.0
4760651,1354.0,1320.0,34.0,3250.0,3148.0,102.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-17,0,1,1,,3.4641538,,92 Armcrest Dr Lower Sackville NS B4C3Z9,Lower Sackville NS B4C3Z9,Apr/15/2025,3250 SqFt,1993,Detached,2 Storey,1354 SqFt,6.0,3,1:1,6.0,677,Detached,2 Storey,3250.0,1354.0,6.0,3.0,1.5,2025-04-15,,,,,,,,,,,,,,,,,,,
4760651,1354.0,1200.0,154.0,3250.0,3400.0,150.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1,1,,2.77752,,92 Armcrest Dr Lower Sackville NS B4C3Z9,Lower Sackville NS B4C3Z9,Apr/15/2025,3250 SqFt,1993,Detached,2 Storey,1354 SqFt,6.0,3,1:1,6.0,677,Detached,2 Storey,3250.0,1354.0,6.0,3.0,1.5,2025-04-15,,,,,,,,,,,,,,,,,,,
4760651,1354.0,1540.0,186.0,3250.0,3719.0,469.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-27,1,1,1,,2.3780503,,92 Armcrest Dr Lower Sackville NS B4C3Z9,Lower Sackville NS B4C3Z9,Apr/15/2025,3250 SqFt,1993,Detached,2 Storey,1354 SqFt,6.0,3,1:1,6.0,677,Detached,2 Storey,3250.0,1354.0,6.0,3.0,1.5,2025-04-15,,,,,,,,,,,,,,,,,,,
4761433,2895.0,2354.0,541.0,26700.0,131115.0,104415.0,4.0,3.0,1.0,3.0,2.5,0.5,10.0,7.0,3.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-21,1,1,1,,-0.32823372,,1368 Shore Dr Bedford NS B4A2E8,Bedford NS B4A2E8,Apr/15/2025,26700 SqFt,1982,Detached,1 Storey,2895 SqFt,9.0,4,2:2,10.0,2740,Detached,1 Storey,26700.0,2895.0,10.0,4.0,3.0,2025-04-15,,,,,,,,,,,,,,,,,,,
4761433,2895.0,3774.0,879.0,26700.0,18036.0,8664.0,4.0,5.0,1.0,3.0,3.5,0.5,10.0,11.0,1.0,Detached,Detached,1.0,1 Storey,2 Storey,0.0,2024-09-20,0,0,1,,-0.39721075,,1368 Shore Dr Bedford NS B4A2E8,Bedford NS B4A2E8,Apr/15/2025,26700 SqFt,1982,Detached,1 Storey,2895 SqFt,9.0,4,2:2,10.0,2740,Detached,1 Storey,26700.0,2895.0,10.0,4.0,3.0,2025-04-15,,,,,,,,,,,,,,,,,,,
4761433,2895.0,2494.0,401.0,26700.0,11029.0,15671.0,4.0,4.0,0.0,3.0,3.0,0.0,10.0,7.0,3.0,Detached,Detached,1.0,1 Storey,2 Storey,0.0,2025-03-21,1,1,1,,-1.0118555,,1368 Shore Dr Bedford NS B4A2E8,Bedford NS B4A2E8,Apr/15/2025,26700 SqFt,1982,Detached,1 Storey,2895 SqFt,9.0,4,2:2,10.0,2740,Detached,1 Storey,26700.0,2895.0,10.0,4.0,3.0,2025-04-15,,,,,,,,,,,,,,,,,,,
