orderID,id,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,subj_room_count,room_count_clean,room_count_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,sold_recently_90,sold_recently_180,pred,close_price,rank
4762330,10386.0,2456.0,2323.0,133.0,5909.436,5244.0,665.4359999999997,Detached,Detached,1.0,2 Storey,2 Storey,1.0,10.0,11.0,1.0,4.0,4.0,0.0,2.5,3.0,0.5,1,1,0.51545256,818000.0,3
4762406,292748.0,3332.0,2440.0,892.0,42495.0,23890.0,18605.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,10.0,10.0,0.0,5.0,3.0,2.0,2.5,2.5,0.0,1,1,0.16609612,405000.0,1
4762406,293679.0,3332.0,644.0,2688.0,42495.0,30811.0,11684.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,10.0,9.0,1.0,5.0,3.0,2.0,2.5,1.5,1.0,0,1,-0.010526404,415000.0,2
4762406,299009.0,3332.0,1347.0,1985.0,42495.0,21357.0,21138.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,10.0,6.0,4.0,5.0,2.0,3.0,2.5,2.0,0.5,1,1,-0.09288175,599900.0,3
4762597,2.0,1044.0,1252.0,208.0,,3775.5,,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,6.0,8.0,2.0,3.0,3.0,0.0,1.5,1.5,0.0,1,1,-0.5966692,465000.0,1
4762597,101.0,1044.0,1550.0,506.0,,2099.98,,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,6.0,9.0,3.0,3.0,3.0,0.0,1.5,3.0,1.5,1,1,-0.6328569,572999.0,2
4762597,130134.0,1044.0,1564.0,520.0,,2080.0,,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,6.0,9.0,3.0,3.0,3.0,0.0,1.5,0.0,1.5,1,1,-0.6328569,572999.0,3
4762739,293449.0,1500.0,1130.0,370.0,72745.0,35810.0,36935.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,6.0,5.0,1.0,3.0,2.0,1.0,2.5,2.0,0.5,1,1,0.28045347,285000.0,1
4762739,292232.0,1500.0,1100.0,400.0,72745.0,21446.0,51299.0,Detached,Detached,1.0,1.5 Storey,2 Storey,0.0,6.0,7.0,1.0,3.0,3.0,0.0,2.5,2.0,0.5,0,1,-0.1577192,420000.0,2
4762739,292631.0,1500.0,1026.0,474.0,72745.0,43560.0,29185.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,6.0,7.0,1.0,3.0,3.0,0.0,2.5,1.5,1.0,0,1,-0.1880694,450000.0,3
4763065,192171.0,3000.0,2801.0,199.0,20174.0,4000.0,16174.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,9.0,0.0,4.0,4.0,0.0,2.5,3.5,1.0,0,1,0.56801033,1150100.0,1
4763065,167118.0,3000.0,2003.0,997.0,20174.0,3000.0,17174.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,11.0,2.0,4.0,4.0,0.0,2.5,2.5,0.0,1,1,0.2668594,949900.0,2
4763065,178477.0,3000.0,2122.0,878.0,20174.0,3500.0,16674.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,11.0,2.0,4.0,3.0,1.0,2.5,2.5,0.0,0,1,0.24916852,975000.0,3
4763086,78844.0,1283.0,1750.0,467.0,54450.0,386097.0,331647.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,5.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,1,1,0.15583971,745000.0,1
4763086,155.0,1283.0,1975.0,692.0,54450.0,3100.0,51350.0,Detached,Detached,1.0,Bungalow,2 Storey,0.0,5.0,8.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,1,1,0.010686319,669900.0,2
4763086,2683.0,1283.0,2000.0,717.0,54450.0,56253.8,1803.800000000003,Detached,Detached,1.0,Bungalow,Split Level,0.0,5.0,7.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,1,1,-0.02638458,810000.0,3
4763087,298220.0,1530.0,1553.0,23.0,,,,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,6.0,9.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,1,1,0.37084007,475000.0,1
4763087,303996.0,1530.0,1582.0,52.0,,,,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,6.0,9.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,1,1,0.3292827,,2
4763087,304007.0,1530.0,1010.0,520.0,,,,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,6.0,6.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1,1,0.14917287,,3
4763606,140295.0,1634.0,1450.0,184.0,,2750.0,,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,8.0,8.0,0.0,4.0,3.0,1.0,2.5,2.0,0.5,1,1,0.48428118,550000.0,1
4763606,123523.0,1634.0,1200.0,434.0,,,,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,8.0,9.0,1.0,4.0,3.0,1.0,2.5,1.5,1.0,1,1,0.27668172,430000.0,2
4763606,273104.0,1634.0,1500.0,134.0,,,,Townhouse,Townhouse,1.0,2 Storey,3 Storey,0.0,8.0,11.0,3.0,4.0,4.0,0.0,2.5,3.5,1.0,1,1,-0.46198133,585000.0,3
4763898,292876.0,1170.0,1215.0,45.0,7541.0,10030.0,2489.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,6.0,6.0,0.0,2.0,3.0,1.0,1.5,1.0,0.5,1,1,0.40008938,441200.0,1
4763898,291630.0,1170.0,894.0,276.0,7541.0,4243.0,3298.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,6.0,6.0,0.0,2.0,3.0,1.0,1.5,1.0,0.5,1,1,0.24975868,54000.0,2
4763898,299447.0,1170.0,1152.0,18.0,7541.0,5000.0,2541.0,Detached,Detached,1.0,1.5 Storey,2 Storey,0.0,6.0,7.0,1.0,2.0,3.0,1.0,1.5,1.0,0.5,1,1,0.2452177,685000.0,3
4764028,65.0,1822.0,2817.0,995.0,911.0,1980.0,1069.0,Townhouse,Townhouse,1.0,3+ Storey,3 Storey,0.0,9.0,15.0,6.0,3.0,5.0,2.0,2.5,3.0,0.5,1,1,-0.45579734,695000.0,1
4764028,195681.0,1822.0,1965.0,143.0,911.0,1219.0,308.0,Townhouse,Townhouse,1.0,3+ Storey,3 Storey,0.0,9.0,8.0,1.0,3.0,3.0,0.0,2.5,0.0,2.5,1,1,-0.7101364,875000.0,2
4764028,199.0,1822.0,2020.0,198.0,911.0,,,Townhouse,Townhouse,1.0,3+ Storey,3 Storey,0.0,9.0,15.0,6.0,3.0,3.0,0.0,2.5,3.0,0.5,1,1,-0.73505986,805000.0,3
4764094,299384.0,1746.0,1100.0,646.0,6825.0,9022.0,2197.0,Detached,Detached,1.0,Split Level,Split Level,1.0,7.0,9.0,2.0,3.0,4.0,1.0,2.5,2.5,0.0,1,1,0.40886536,610000.0,1
4764094,295436.0,1746.0,1040.0,706.0,6825.0,6000.0,825.0,Detached,Detached,1.0,Split Level,Split Level,1.0,7.0,8.0,1.0,3.0,3.0,0.0,2.5,2.0,0.5,1,1,0.2152378,489000.0,2
4764094,299083.0,1746.0,1328.0,418.0,6825.0,7875.0,1050.0,Detached,Detached,1.0,Split Level,Split Level,1.0,7.0,9.0,2.0,3.0,4.0,1.0,2.5,3.0,0.5,1,1,0.21074985,546500.0,3
4764103,282032.0,1602.0,1750.0,148.0,3694.0,,,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,6.0,7.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,1,1,-0.74909276,2028520.0,1
4764103,203989.0,1602.0,1246.0,356.0,3694.0,1674.0,2020.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,6.0,6.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,1,1,-0.7695799,1200000.0,2
4764103,279083.0,1602.0,1300.0,302.0,3694.0,,,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,6.0,6.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,1,1,-0.7907275,1490000.0,3
4765154,78633.0,1840.0,1750.0,90.0,7007.0,4888.0,2119.0,Detached,Detached,1.0,Split Level,Split Level,1.0,7.0,5.0,2.0,4.0,3.0,1.0,2.5,2.0,0.5,1,1,0.35808113,585000.0,1
4765154,14098.0,1840.0,1721.0,119.0,7007.0,5929.0,1078.0,Detached,Detached,1.0,Split Level,Split Level,1.0,7.0,10.0,3.0,4.0,5.0,1.0,2.5,1.5,1.0,1,1,0.124780595,571400.0,2
4765154,52.0,1840.0,900.0,940.0,7007.0,8250.0,1243.0,Detached,Detached,1.0,Split Level,Bungalow Raised,0.0,7.0,10.0,3.0,4.0,2.0,2.0,2.5,2.0,0.5,1,1,-0.18750648,542000.0,3
4765502,122289.0,1845.0,1379.0,466.0,10570.0,5076.0,5494.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,8.0,8.0,0.0,4.0,3.0,1.0,1.5,2.0,0.5,0,1,-0.079691686,512000.0,1
4765502,132794.0,1845.0,900.0,945.0,10570.0,,,Detached,Detached,1.0,1.5 Storey,Split Level,0.0,8.0,5.0,3.0,4.0,3.0,1.0,1.5,0.0,1.5,0,1,-0.94842595,430000.0,2
4765502,154640.0,1845.0,1325.0,520.0,10570.0,,,Detached,Detached,1.0,1.5 Storey,Split Level,0.0,8.0,9.0,1.0,4.0,3.0,1.0,1.5,0.0,1.5,0,1,-0.94896156,390000.0,3
4765899,77072.0,1488.0,1807.0,319.0,3685.0,4200.0,515.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,6.0,5.0,1.0,3.0,3.0,0.0,3.5,3.0,0.5,1,1,0.39021695,805000.0,1
4765899,76953.0,1488.0,1300.0,188.0,3685.0,5550.0,1865.0,Detached,Detached,1.0,2 Storey,Bungalow Raised,0.0,6.0,5.0,1.0,3.0,2.0,1.0,3.5,3.0,0.5,1,1,0.31731445,665500.0,2
4765899,77703.0,1488.0,1439.0,49.0,3685.0,3434.0,251.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,6.0,8.0,2.0,3.0,3.0,0.0,3.5,3.0,0.5,1,1,0.30441296,600000.0,3
4765948,77028.0,2131.0,2250.0,119.0,6864.0,4200.0,2664.0,Triplex,Detached,0.0,2 Storey,2 Storey,1.0,12.0,12.0,0.0,3.0,4.0,1.0,3.5,3.0,0.5,1,1,-0.55113405,665000.0,1
4765948,77388.0,2131.0,1700.0,431.0,6864.0,8840.0,1976.0,Triplex,Detached,0.0,2 Storey,2 Storey,1.0,12.0,14.0,2.0,3.0,6.0,3.0,3.5,2.5,1.0,1,1,-0.72351176,787000.0,2
4765948,78327.0,2131.0,1796.0,335.0,6864.0,2310.0,4554.0,Triplex,Semi Detached,0.0,2 Storey,2 Storey,1.0,12.0,12.0,0.0,3.0,6.0,3.0,3.5,2.0,1.5,1,1,-0.78553957,780000.0,3
4766326,121877.0,1109.0,1274.0,165.0,8398.0,6600.0,1798.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1,1,0.6004554,530000.0,1
4766326,3259.0,1109.0,1191.0,82.0,8398.0,6600.0,1798.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1,1,0.5464603,530000.0,2
4766326,78602.0,1109.0,1254.0,145.0,8398.0,5300.0,3098.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,7.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1,1,0.35204723,550000.0,3
4766430,299993.0,1386.0,1070.0,316.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,8.0,2.0,3.0,2.0,1.0,1.5,1.5,0.0,1,1,0.32799637,379500.0,1
4766430,298238.0,1386.0,1386.0,0.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,10.0,4.0,3.0,4.0,1.0,1.5,2.5,1.0,1,1,-0.007894328,433000.0,2
4766430,298305.0,1386.0,1681.0,295.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,9.0,3.0,3.0,3.0,0.0,1.5,1.5,0.0,1,1,-0.065661415,405000.0,3
4767066,87337.0,522.0,438.0,84.0,,,,Condominium,Condominium,1.0,1 Storey,,,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0.18272798,240000.0,1
4767066,87306.0,522.0,615.0,93.0,,,,Condominium,Condominium,1.0,1 Storey,,,4.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0.10935258,245000.0,2
4767066,277131.0,522.0,615.0,93.0,,,,Condominium,Condominium,1.0,1 Storey,,,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,0.10935258,362500.0,3
4768014,77494.0,1607.0,1716.0,109.0,3253.0,2346.0,907.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,6.0,6.0,0.0,3.0,3.0,0.0,3.5,4.0,0.5,1,1,0.5354697,705000.0,1
4768014,2669.0,1607.0,1646.0,39.0,3253.0,2460.0,793.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,6.0,7.0,1.0,3.0,3.0,0.0,3.5,3.0,0.5,1,1,0.51545256,680000.0,2
4768014,77678.0,1607.0,1651.0,44.0,3253.0,4264.0,1011.0,Detached,Detached,1.0,2 Storey,Bungalow,0.0,6.0,6.0,0.0,3.0,3.0,0.0,3.5,3.0,0.5,1,1,0.28604645,820000.0,3
4768037,114508.0,2755.0,1309.0,1446.0,6452.0,4356.0,2096.0,Duplex,Detached,0.0,2 Storey,2 Storey,1.0,12.0,13.0,1.0,7.0,4.0,3.0,2.0,2.0,0.0,1,1,-0.75129443,705000.0,1
4768037,108081.0,2755.0,787.0,1968.0,6452.0,4500.0,1952.0,Duplex,Detached,0.0,2 Storey,Bungalow,0.0,12.0,10.0,2.0,7.0,2.0,5.0,2.0,1.0,1.0,1,1,-0.7848405,477000.0,2
4768037,122039.0,2755.0,1701.0,1054.0,6452.0,2310.0,4142.0,Duplex,Detached,0.0,2 Storey,1.5 Storey,0.0,12.0,13.0,1.0,7.0,5.0,2.0,2.0,2.5,0.5,1,1,-0.82038504,520000.0,3
4768126,77661.0,1504.0,1696.0,192.0,2899.0,1960.0,939.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,6.0,8.0,2.0,3.0,3.0,0.0,2.5,3.0,0.5,1,1,0.17236209,630000.0,1
4768126,77192.0,1504.0,1750.0,246.0,2899.0,2450.0,449.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,6.0,10.0,4.0,3.0,3.0,0.0,2.5,3.0,0.5,1,1,-0.26903182,650000.0,2
4768126,78612.0,1504.0,2032.0,528.0,2899.0,2052.0,847.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,6.0,13.0,7.0,3.0,4.0,1.0,2.5,4.0,1.5,1,1,-0.43887973,765000.0,3
4768528,79006.0,1643.0,1750.0,107.0,2780.0,114.0,2666.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,7.0,6.0,1.0,4.0,3.0,1.0,2.5,3.0,0.5,1,1,0.5464603,579000.0,1
4768528,3316.0,1643.0,1750.0,107.0,2780.0,1960.0,820.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,7.0,7.0,0.0,4.0,3.0,1.0,2.5,3.0,0.5,1,1,0.5354697,582000.0,2
4768528,77687.0,1643.0,1656.0,13.0,2780.0,2420.0,360.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,7.0,6.0,1.0,4.0,3.0,1.0,2.5,3.0,0.5,1,1,0.51545256,610000.0,3
4769110,298105.0,1236.0,1135.0,101.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,6.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1,1,0.80911446,420000.0,1
4769110,299951.0,1236.0,1500.0,264.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,7.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,1,1,0.7045416,434523.0,2
4769110,298695.0,1236.0,1260.0,24.0,,,,Condominium,Condominium,1.0,2 Storey,2 Storey,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1,1,0.255987,751000.0,3
4769269,132695.0,1700.0,852.0,848.0,53143.2,10824.0,42319.2,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,8.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0,1,0.3591161,450000.0,1
4769269,276366.0,1700.0,1550.0,150.0,53143.2,,,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,9.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,1,1,0.094109535,865000.0,2
4769269,126215.0,1700.0,1448.0,252.0,53143.2,,,Detached,Detached,1.0,Bungalow,Bungalow,1.0,6.0,11.0,5.0,2.0,5.0,3.0,2.0,2.5,0.5,0,1,-0.34509566,610000.0,3
4770115,155.0,1992.0,1975.0,17.0,7059.0,3100.0,3959.0,Detached,Detached,1.0,Bungalow,2 Storey,0.0,8.0,8.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0,1,0.42023143,669900.0,1
4770115,78844.0,1992.0,1750.0,242.0,7059.0,386097.0,379038.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,8.0,6.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,1,1,0.3897085,745000.0,2
4770115,78092.0,1992.0,2142.0,150.0,7059.0,3300.0,3759.0,Detached,Detached,1.0,Bungalow,2 Storey,0.0,8.0,8.0,0.0,3.0,4.0,1.0,3.0,4.0,1.0,0,1,0.365477,639990.0,3
4770310,8.0,2242.0,1395.0,847.0,6480.0,7200.0,720.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,9.0,1.0,3.0,2.0,1.0,2.5,2.0,0.5,0,1,0.30190653,400000.0,1
4770310,77407.0,2242.0,2140.0,102.0,6480.0,3245.0,3235.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,10.0,2.0,3.0,5.0,2.0,2.5,3.0,0.5,1,1,0.26264864,535000.0,2
4770310,2825.0,2242.0,1250.0,992.0,6480.0,6632.93,152.9300000000003,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,6.0,2.0,3.0,3.0,0.0,2.5,2.0,0.5,0,1,-0.014472583,445000.0,3
4771029,98754.0,2231.68,1589.0,642.6799999999998,4477.824,4671.0,193.1760000000004,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,11.0,2.0,5.0,,,3.0,3.0,0.0,1,1,0.3830016,615000.0,1
4771029,285852.0,2231.68,1049.0,1182.6799999999998,4477.824,3552.0,925.8239999999996,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,10.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1,1,0.3426311,485000.0,2
4771029,92105.0,2231.68,1039.0,1192.6799999999998,4477.824,3648.0,829.8239999999996,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,10.0,1.0,5.0,4.0,1.0,3.0,2.5,0.5,1,1,0.3426311,532500.0,3
4771097,2862.0,758.0,950.0,192.0,,,,Condominium,Condominium,1.0,1 Storey,,,5.0,7.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0,1,-0.1531498,675000.0,1
4771097,144080.0,758.0,950.0,192.0,,,,Condominium,Condominium,1.0,1 Storey,,,5.0,7.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0,1,-0.1531498,675000.0,2
4771097,77647.0,758.0,550.0,208.0,,,,Condominium,Condominium,1.0,1 Storey,,,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1,1,-0.57819295,325000.0,3
4771641,91475.0,2115.0,2236.0,121.0,2744.82,3369.0,624.1800000000003,Detached,Detached,1.0,3 Storey,2 Storey,0.0,8.0,9.0,1.0,4.0,5.0,1.0,3.5,3.5,0.0,1,1,0.29806226,807000.0,1
4771641,98447.0,2115.0,1879.0,236.0,2744.82,4186.0,1441.1800000000003,Detached,Detached,1.0,3 Storey,2 Storey,0.0,8.0,9.0,1.0,4.0,3.0,1.0,3.5,2.5,1.0,1,1,0.28448075,710000.0,2
4771641,269516.0,2115.0,2043.0,72.0,2744.82,3225.0,480.1800000000003,Detached,Detached,1.0,3 Storey,2 Storey,0.0,8.0,8.0,0.0,4.0,3.0,1.0,3.5,2.5,1.0,1,1,0.1654361,726000.0,3
4772017,278519.0,1149.0,1189.0,40.0,3573.648,3326.0,247.64799999999968,Detached,Detached,1.0,Bi-Level,Bi-Level,1.0,6.0,5.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,1,1,0.51545256,575000.0,1
4772017,12347.0,1149.0,1105.0,44.0,3573.648,4391.0,817.3520000000003,Detached,Detached,1.0,Bi-Level,Bungalow,0.0,6.0,6.0,0.0,3.0,4.0,1.0,2.0,2.0,0.0,1,1,0.5143586,491000.0,2
4772017,205978.0,1149.0,1245.0,96.0,3573.648,5026.0,1452.3520000000003,Detached,Detached,1.0,Bi-Level,Split Level,0.0,6.0,5.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1,1,0.4345462,538000.0,3
4772152,78857.0,1372.0,1130.0,242.0,4101.084,3466.0,635.0839999999998,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,9.0,1.0,3.0,3.0,0.0,1.5,1.5,0.0,1,1,0.7433801,600700.0,1
4772152,98624.0,1372.0,1030.0,342.0,4101.084,3659.0,442.08399999999983,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,9.0,1.0,3.0,,,1.5,1.5,0.0,1,1,0.57929987,541500.0,2
4772152,280380.0,1372.0,1531.0,159.0,4101.084,4337.0,235.91600000000017,Detached,Detached,1.0,2 Storey,2 Storey,1.0,8.0,9.0,1.0,3.0,3.0,0.0,1.5,2.5,1.0,1,1,0.5694477,655000.0,3
4773295,109974.0,1675.0,888.0,787.0,21780.0,12000.0,9780.0,Detached,Detached,1.0,1 Storey,Bungalow,0.0,6.0,6.0,0.0,2.0,2.0,0.0,1.5,1.0,0.5,0,1,-0.035066023,535000.0,1
4773295,107844.0,1675.0,1032.0,643.0,21780.0,23408.0,1628.0,Detached,Detached,1.0,1 Storey,Bungalow,0.0,6.0,7.0,1.0,2.0,3.0,1.0,1.5,1.0,0.5,1,1,-0.03902778,500000.0,2
4773295,138873.0,1675.0,900.0,775.0,21780.0,13821.0,7959.0,Detached,Detached,1.0,1 Storey,Bungalow,0.0,6.0,6.0,0.0,2.0,2.0,0.0,1.5,1.0,0.5,0,1,-0.06969277,490000.0,3
4773534,126304.0,2773.0,2217.0,556.0,217800.0,27756.0,190044.0,Detached,Detached,1.0,Split Level,1.5 Storey,0.0,8.0,11.0,3.0,4.0,3.0,1.0,2.5,2.0,0.5,0,1,-0.050557055,635000.0,1
4773534,206785.0,2773.0,1300.0,1473.0,217800.0,0.0,217800.0,Detached,Detached,1.0,Split Level,1.5 Storey,0.0,8.0,8.0,0.0,4.0,2.0,2.0,2.5,1.5,1.0,1,1,-0.061978783,725000.0,2
4773534,268523.0,2773.0,2800.0,27.0,217800.0,,,Detached,Detached,1.0,Split Level,Split Level,1.0,8.0,20.0,12.0,4.0,6.0,2.0,2.5,3.0,0.5,1,1,-0.18910073,977777.0,3
4773833,147012.0,2304.0,1197.0,1107.0,23046.0,4998.0,18048.0,Detached,Detached,1.0,2 Storey,Bungalow Raised,0.0,10.0,10.0,0.0,4.0,5.0,1.0,2.0,2.0,0.0,0,1,-0.3998736,590000.0,1
4773833,146924.0,2304.0,1410.0,894.0,23046.0,5292.0,17754.0,Detached,Detached,1.0,2 Storey,Bungalow,0.0,10.0,9.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,0,1,-0.9223707,580000.0,2
4773833,126352.0,2304.0,2300.0,4.0,23046.0,8763.0,14283.0,Detached,Detached,1.0,2 Storey,Bungalow,0.0,10.0,8.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,0,1,-1.0487498,625000.0,3
4775247,260508.0,1952.0,2129.0,177.0,10021.284,5248.0,4773.284,Detached,Detached,1.0,2 Storey,2 Storey,1.0,7.0,8.0,1.0,3.0,4.0,1.0,2.5,2.5,0.0,1,1,0.6062477,677500.0,1
4775247,50224.0,1952.0,2058.0,106.0,10021.284,11325.0,1303.7160000000003,Detached,Detached,1.0,2 Storey,2 Storey,1.0,7.0,7.0,0.0,3.0,3.0,0.0,2.5,2.5,0.0,1,1,0.5745938,670000.0,2
4775247,50259.0,1952.0,2392.0,440.0,10021.284,9147.0,874.2839999999997,Detached,Detached,1.0,2 Storey,2 Storey,1.0,7.0,9.0,2.0,3.0,3.0,0.0,2.5,2.5,0.0,1,1,0.5071157,744000.0,3
4775292,178462.0,2250.0,1863.0,387.0,435600.0,582008.0,146408.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,10.0,10.0,0.0,5.0,3.0,2.0,3.0,2.0,1.0,0,1,0.12935492,990000.0,1
4775292,261827.0,2250.0,2057.0,193.0,435600.0,,,Detached,Detached,1.0,Bungalow,Bungalow,1.0,10.0,12.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,1,1,0.09143834,1200000.0,2
4775292,203186.0,2250.0,1704.0,546.0,435600.0,452800.0,17200.0,Detached,Detached,1.0,Bungalow,2 Storey,0.0,10.0,11.0,1.0,5.0,3.0,2.0,3.0,2.5,0.5,0,1,-0.063849926,1080000.0,3
4775785,566.0,2138.0,1500.0,638.0,435600.0,38750.0,396850.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,10.0,10.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,0,1,0.24651657,830000.0,1
4775785,77021.0,2138.0,1750.0,388.0,435600.0,70400.0,365200.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,10.0,9.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,1,1,0.072957076,530000.0,2
4775785,77084.0,2138.0,900.0,1238.0,435600.0,2538.0,433062.0,Detached,Detached,1.0,2 Storey,1.5 Storey,0.0,10.0,6.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,1,1,0.0011061281,294900.0,3
4775892,214727.0,1178.0,1300.0,122.0,,,,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,6.0,6.0,0.0,3.0,4.0,1.0,1.5,0.0,1.5,1,1,-0.78553957,582000.0,1
4775892,301893.0,1178.0,700.0,478.0,,,,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,6.0,7.0,1.0,3.0,5.0,2.0,1.5,0.0,1.5,1,1,-0.78553957,1031000.0,2
4775892,114636.0,1178.0,1533.0,355.0,,1752.0,,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,6.0,7.0,1.0,3.0,4.0,1.0,1.5,0.0,1.5,1,1,-0.78553957,740000.0,3
4776066,97572.0,2203.0,2123.0,80.0,3702.816,3756.0,53.1840000000002,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,9.0,0.0,3.0,3.0,0.0,2.5,2.5,0.0,1,1,0.80911446,730000.0,1
4776066,98045.0,2203.0,1989.0,214.0,3702.816,4165.0,462.1840000000002,Detached,Detached,1.0,2 Storey,2 Storey,1.0,9.0,10.0,1.0,3.0,3.0,0.0,2.5,2.5,0.0,1,1,0.68106693,688000.0,2
